Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;7;143;106,5;20357;15164,1;0;;528;393,3
Anjou;< 5;47;109,8;6963;16270,2;0;;85;198,6
Baie D'urfé;0;7;n.p.;308;8056,5;0;;< 5;n.p.
Beaconsfield;< 5;26;* 134,5;1590;8228,1;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;15;156;93,7;24252;14564;< 5;n.p.;409;245,6
Côte-Saint-Luc;< 5;50;154,1;5450;16796,1;0;;129;397,6
Dollard-des-Ormeaux;< 5;66;135;6268;12818,3;0;;131;267,9
Dorval;< 5;23;* 121,2;2125;11196;0;;70;368,8
Hampstead;< 5;28;* 401,5;1116;16004,6;0;;6;n.p.
Kirkland;< 5;35;* 173,7;1989;9870,5;0;;40;198,5
Lachine;5;48;107,9;6376;14331,6;< 5;n.p.;190;427,1
LaSalle;< 5;63;82;11245;14631,8;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;47;255,3;2446;13284,1;0;;79;429
Mercier–Hochelaga-Maisonneuve;6;128;94,1;19651;14446,7;0;;500;367,6
Montréal Est;0;< 5;n.p.;665;17272,7;0;;11;* 285,7
Montréal-Nord;< 5;48;57;15385;18264,6;< 5;n.p.;388;460,6
Montréal-Ouest;< 5;9;n.p.;573;11346,5;0;;< 5;n.p.
Mont-Royal;< 5;31;* 152,9;2634;12990,7;0;;95;468,5
Outremont;6;50;208,7;2897;12094;0;;31;* 129,4
Pierrefonds–Roxboro;< 5;71;102,5;9082;13105,9;0;;103;148,6
Plateau Mont-Royal;10;145;139,4;12719;12229,8;0;;194;186,5
Pointe-Claire;5;58;184,8;2929;9334;0;;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;< 5;91;85,3;17938;16804,8;< 5;n.p.;353;330,7
Rosemont–La Petite Patrie;10;172;123,2;17971;12874,1;0;;352;252,2
Sainte-Anne-de-Bellevue;0;18;* 363;476;9600,6;0;;14;* 282,4
Saint-Laurent;< 5;75;75,9;14917;15093,9;0;;171;173
Saint-Léonard;< 5;73;93,2;14502;18519,9;0;;167;213,3
Senneville;0;< 5;n.p.;90;9772;0;;0;
Sud-Ouest;< 5;98;125,4;9895;12661,4;0;;229;293
Verdun;< 5;76;109,8;7725;11158,6;0;;211;304,8
Ville-Marie;9;107;120;12084;13551,6;< 5;n.p.;154;172,7
Villeray–Saint-Michel–Parc-Extension;5;109;75,8;22039;15320,5;< 5;n.p.;245;170,3
Westmount;< 5;60;295,4;2062;10151,6;0;;64;315,1
Territoire à confirmer;-4;91;;7500;;0;;31;
Total à Montréal;124;2256;109,2;284220;13759,3;8;n.p.;5337;258,4
