group,1d,2d,3d,pop 2021
0-4,31597,14161,40,428991
5-11,441384,338713,32946,650347
12-17,532867,510475,122780,529446
18-29,1118532,1059435,454660,1216440
30-39,1026437,986022,521963,1118629
40-49,1030855,1006310,658571,1115327
50-59,1082911,1057320,807090,1155183
60-69,1118962,1106827,1004006,1168854
70-79,755932,754416,726658,783129
80 plus,401329,401775,392060,425520
Total 5+,7509209,7221293,4720734,8162875
Total,7540806,7235454,4720774,8591866
