group,1d,2d,3d,pop 2021
0-4,252,53,8,428991
5-11,428083,309573,232,650347
12-17,529323,502034,66172,529446
18-29,1109390,1048375,404530,1216440
30-39,1017454,976091,475475,1118629
40-49,1025077,999304,613294,1115327
50-59,1078771,1052411,766979,1155183
60-69,1114445,1103002,967230,1168854
70-79,753259,752243,704029,783129
80 plus,400331,400430,378434,425520
Total 5+,7456133,7143463,4376375,8162875
Total,7456385,7143516,4376383,8591866
