Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      4378,      2760,       63.0,       833,       19.0,       785,       17.9,        58,n.d.,n.d.,n.d.,n.d.,        50,       86.2
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     11238,      5859,       52.1,      2443,       21.7,      2936,       26.1,       272,n.d.,n.d.,n.d.,n.d.,       259,       95.2
Région,RSS03,03 - Capitale-Nationale,     33848,     19877,       58.7,      6413,       18.9,      7558,       22.3,      1128,        17,        1.5,        79,        7.0,      1032,       91.5
Région,RSS04,04 - Mauricie et Centre-du-Québec,     17445,     10367,       59.4,      3257,       18.7,      3821,       21.9,       568,        11,        1.9,        22,        3.9,       535,       94.2
Région,RSS05,05 - Estrie,     17718,     10762,       60.7,      3359,       19.0,      3597,       20.3,       372,        10,        2.7,        17,        4.6,       345,       92.7
Région,RSS06,06 - Montréal,    135620,     80395,       59.3,     23849,       17.6,     31376,       23.1,      4754,       125,        2.6,       194,        4.1,      4435,       93.3
Région,RSS07,07 - Outaouais,     13018,      8516,       65.4,      2080,       16.0,      2422,       18.6,       218,         6,        2.8,        11,        5.0,       201,       92.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1253,       752,       60.0,       258,       20.6,       243,       19.4,        12,n.d.,n.d.,n.d.,n.d.,        11,       91.7
Région,RSS09,09 - Côte-Nord,       749,       509,       68.0,       127,       17.0,       113,       15.1,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       130,        79,       60.8,        24,       18.5,        27,       20.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2247,      1176,       52.3,       437,       19.4,       634,       28.2,        48,n.d.,n.d.,n.d.,n.d.,        44,       91.7
Région,RSS12,12 - Chaudière-Appalaches,     22832,     14254,       62.4,      4288,       18.8,      4290,       18.8,       383,         8,        2.1,        22,        5.7,       353,       92.2
Région,RSS13,13 - Laval,     36329,     22762,       62.7,      6972,       19.2,      6595,       18.2,       925,         7,        0.8,        48,        5.2,       870,       94.1
Région,RSS14,14 - Lanaudière,     27250,     16633,       61.0,      5355,       19.7,      5262,       19.3,       529,        11,        2.1,        16,        3.0,       502,       94.9
Région,RSS15,15 - Laurentides,     25242,     15532,       61.5,      4708,       18.7,      5002,       19.8,       526,        10,        1.9,        16,        3.0,       500,       95.1
Région,RSS16,16 - Montérégie,     57072,     33785,       59.2,     10839,       19.0,     12448,       21.8,      1583,        28,        1.8,        59,        3.7,      1496,       94.5
Région,RSS17,17 - Nunavik,       646,       432,       66.9,        99,       15.3,       115,       17.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       134,        80,       59.7,        22,       16.4,        32,       23.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    407214,    244580,       60.1,     75375,       18.5,     87259,       21.4,     11385,       242,        2.1,       503,        4.4,     10640,       93.5
Groupe d'âge,0_9,Moins de 10 ans,     41462,     35387,       85.3,      4939,       11.9,      1136,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     53576,     44858,       83.7,      7226,       13.5,      1492,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     59642,     47876,       80.3,      8709,       14.6,      3057,        5.1,         7,n.d.,n.d.,n.d.,n.d.,         5,       71.4
Groupe d'âge,30_39,30-39 ans,     57232,     39732,       69.4,     11861,       20.7,      5639,        9.9,        23,n.d.,n.d.,n.d.,n.d.,        19,       82.6
Groupe d'âge,40_49,40-49 ans,     60150,     37679,       62.6,     14151,       23.5,      8320,       13.8,        60,        14,       23.3,        11,       18.3,        35,       58.3
Groupe d'âge,50_59,50-59 ans,     51855,     25647,       49.5,     14373,       27.7,     11835,       22.8,       225,        15,        6.7,        16,        7.1,       194,       86.2
Groupe d'âge,60_69,60-69 ans,     31863,     10340,       32.5,      8560,       26.9,     12963,       40.7,       740,        41,        5.5,        58,        7.8,       641,       86.6
Groupe d'âge,70_79,70-79 ans,     19937,      2227,       11.2,      3366,       16.9,     14344,       71.9,      2233,        40,        1.8,       119,        5.3,      2074,       92.9
Groupe d'âge,80_89,80-89 ans,     19946,       600,        3.0,      1573,        7.9,     17773,       89.1,      4440,        59,        1.3,       171,        3.9,      4210,       94.8
Groupe d'âge,90_,90 ans et plus,     11551,       234,        2.0,       617,        5.3,     10700,       92.6,      3655,        68,        1.9,       127,        3.5,      3460,       94.7
