Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;50;607;452,2;19761;14720,1;9;n.p.;523;389,6
Anjou;9;144;336,5;6783;15849,6;< 5;n.p.;84;196,3
Baie D'urfé;< 5;10;* 261,6;286;7481;0;;< 5;n.p.
Beaconsfield;< 5;57;295;1470;7607,1;< 5;n.p.;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;57;637;382,5;23525;14127,4;5;n.p.;398;239
Côte-Saint-Luc;21;173;533,2;5231;16121,2;< 5;n.p.;127;391,4
Dollard-des-Ormeaux;9;193;394,7;5982;12233,4;< 5;n.p.;131;267,9
Dorval;6;87;458,4;2027;10679,7;0;;70;368,8
Hampstead;< 5;39;559,3;993;14240,6;0;;6;n.p.
Kirkland;5;50;248,1;1881;9334,5;0;;39;193,5
Lachine;16;185;415,8;6158;13841,6;< 5;n.p.;186;418,1
LaSalle;22;262;340,9;10940;14235;< 5;n.p.;259;337
L'Île-Bizard–Sainte-Geneviève;15;113;613,7;2310;12545,5;< 5;n.p.;79;429
Mercier–Hochelaga-Maisonneuve;30;466;342,6;19029;13989,4;11;*8,1;495;363,9
Montréal Est;< 5;15;* 389,6;637;16545,5;< 5;n.p.;11;* 285,7
Montréal-Nord;26;350;415,5;15072;17893;12;*14,2;378;448,7
Montréal-Ouest;5;21;* 415,8;535;10594,1;0;;< 5;n.p.
Mont-Royal;13;105;517,9;2481;12236,1;0;;95;468,5
Outremont;17;91;379,9;2732;11405,2;< 5;n.p.;30;* 125,2
Pierrefonds–Roxboro;18;258;372,3;8786;12678,8;< 5;n.p.;100;144,3
Plateau Mont-Royal;41;384;369,2;12197;11727,9;< 5;n.p.;190;182,7
Pointe-Claire;10;124;395,2;2762;8801,8;< 5;n.p.;64;204
Rivière-des-Prairies–Pointe-aux-Trembles;27;395;370;17434;16332,7;5;n.p.;349;327
Rosemont–La Petite Patrie;49;423;303;17292;12387,7;< 5;n.p.;348;249,3
Sainte-Anne-de-Bellevue;6;15;* 302,5;428;8632,5;0;;14;* 282,4
Saint-Laurent;38;351;355,2;14477;14648,7;< 5;n.p.;168;170
Saint-Léonard;25;290;370,3;14174;18101;< 5;n.p.;166;212
Senneville;0;< 5;n.p.;80;8686,2;0;;0;
Sud-Ouest;29;266;340,4;9559;12231,4;5;n.p.;226;289,2
Verdun;16;232;335,1;7407;10699,3;5;n.p.;211;304,8
Ville-Marie;25;314;352,1;11577;12983,1;< 5;n.p.;147;164,9
Villeray–Saint-Michel–Parc-Extension;41;453;314,9;21512;14954,2;5;n.p.;237;164,8
Westmount;8;100;492,3;1850;9107,9;0;;63;310,2
Territoire à confirmer;< 5;327;;7334;;< 5;;30;
Total à Montréal;643;7540;365;274703;13298,6;93;4,5;5256;254,4
