"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-02-08;23048955;18061383
2022-02-07;23023215;18026339
2022-02-06;22290795;17993691
2022-02-05;22290795;17971837
2022-02-04;22290795;17934024
2022-02-03;22290795;17886892
2022-02-02;22289625;17842057
