Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-23;5829449;4997234
2021-05-22;5829449;4930642
2021-05-21;5828149;4845767
2021-05-20;5595489;4750605
2021-05-19;5184819;4641449
2021-05-18;5036719;4549869
2021-05-17;4993429;4476718
