group,1d,2d,3d,pop 2021
0-4,17950,1313,11,428991
5-11,437627,332251,6041,650347
12-17,532201,509236,104226,529446
18-29,1115179,1056737,441441,1216440
30-39,1022942,983501,508297,1118629
40-49,1028853,1004793,646614,1115327
50-59,1081493,1056217,796030,1155183
60-69,1117328,1105718,994959,1168854
70-79,754990,753831,722162,783129
80 plus,401031,401531,390032,425520
Total 5+,7491644,7203815,4609802,8162875
Total,7509594,7205128,4609813,8591866
