Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,Bas-Saint-Laurent,      1424,       789,       55.4,       302,       21.2,       333,       23.4,        30,n.d.,n.d.,n.d.,n.d.,        28,       93.3
Région,RSS02,Saguenay–Lac-Saint-Jean,      8551,      4238,       49.6,      1926,       22.5,      2387,       27.9,       260,        12,        4.6,        20,        7.7,       228,       87.7
Région,RSS03,Capitale-Nationale,     20230,     11033,       54.5,      3925,       19.4,      5272,       26.1,       917,        24,        2.6,        76,        8.3,       817,       89.1
Région,RSS04,Mauricie et Centre-du-Québec,     11697,      6449,       55.1,      2321,       19.8,      2927,       25.0,       448,        15,        3.3,        21,        4.7,       412,       92.0
Région,RSS05,Estrie,     10065,      5683,       56.5,      1980,       19.7,      2402,       23.9,       273,n.d.,n.d.,n.d.,n.d.,       248,       90.8
Région,RSS06,Montréal,     82766,     44939,       54.3,     15128,       18.3,     22699,       27.4,      4241,       118,        2.8,       218,        5.1,      3905,       92.1
Région,RSS07,Outaouais,      5197,      2990,       57.5,       914,       17.6,      1293,       24.9,       151,n.d.,n.d.,n.d.,n.d.,       135,       89.4
Région,RSS08,Abitibi-Témiscamingue,       677,       400,       59.1,       161,       23.8,       116,       17.1,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS09,Côte-Nord,       318,       199,       62.6,        64,       20.1,        55,       17.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,Nord-du-Québec,        85,        46,       54.1,        15,       17.6,        24,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,Gaspésie–Îles-de-la-Madeleine,      1642,       799,       48.7,       354,       21.6,       489,       29.8,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,Chaudière-Appalaches,     10691,      6099,       57.0,      2129,       19.9,      2463,       23.0,       259,         6,        2.3,        23,        8.9,       230,       88.8
Région,RSS13,Laval,     21175,     12416,       58.6,      4265,       20.1,      4494,       21.2,       828,         9,        1.1,        53,        6.4,       766,       92.5
Région,RSS14,Lanaudière,     18152,     10568,       58.2,      3770,       20.8,      3814,       21.0,       464,        16,        3.4,        27,        5.8,       421,       90.7
Région,RSS15,Laurentides,     14231,      8163,       57.4,      2799,       19.7,      3269,       23.0,       435,        16,        3.7,        31,        7.1,       388,       89.2
Région,RSS16,Montérégie,     36211,     19887,       54.9,      7218,       19.9,      9106,       25.1,      1331,        40,        3.0,        75,        5.6,      1216,       91.4
Région,RSS17,Nunavik,        35,        20,       57.1,         5,       14.3,        10,       28.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,Terres-Cries-de-la-Baie-James,       100,        58,       58.0,        14,       14.0,        28,       28.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    243269,    134795,       55.4,     47291,       19.4,     61183,       25.2,      9692,       269,        2.8,       582,        6.0,      8841,       91.2
Groupe d'âge,0_9,Moins de 10 ans,     16238,     13665,       84.2,      2083,       12.8,       490,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     27681,     22893,       82.7,      4008,       14.5,       780,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     34513,     27794,       80.5,      5062,       14.7,      1657,        4.8,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     32342,     22369,       69.2,      6885,       21.3,      3088,        9.5,        12,n.d.,n.d.,n.d.,n.d.,         8,       66.7
Groupe d'âge,40_49,40-49 ans,     36224,     22308,       61.6,      8853,       24.4,      5063,       14.0,        33,         9,       27.3,         6,       18.2,        18,       54.5
Groupe d'âge,50_59,50-59 ans,     33534,     16472,       49.1,      9625,       28.7,      7437,       22.2,       154,        22,       14.3,        20,       13.0,       112,       72.7
Groupe d'âge,60_69,60-69 ans,     20992,      6787,       32.3,      5857,       27.9,      8348,       39.8,       551,        40,        7.3,        46,        8.3,       465,       84.4
Groupe d'âge,70_79,70-79 ans,     14679,      1677,       11.4,      2643,       18.0,     10359,       70.6,      1806,        59,        3.3,       139,        7.7,      1608,       89.0
Groupe d'âge,80_89,80-89 ans,     16772,       590,        3.5,      1595,        9.5,     14587,       87.0,      3888,        62,        1.6,       223,        5.7,      3603,       92.7
Groupe d'âge,90_,90 ans et plus,     10294,       240,        2.3,       680,        6.6,      9374,       91.1,      3242,        71,        2.2,       145,        4.5,      3026,       93.3
