date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,311,0,0,0,311,0,0,0,0,0,0.0026927434,0,0.0004468808,235,0,235,0,
2020-12-15,Région,RSS99,Ensemble du Québec,1189,0,0,0,1500,0,0,0,0,0,0.0153199913,0,0.0015010612,1102,0,1337,0,
2020-12-16,Région,RSS99,Ensemble du Québec,971,0,0,0,2471,0,0,0,0,0,0.0267097231,0,0.002303155,994,0,2331,0,
2020-12-17,Région,RSS99,Ensemble du Québec,914,0,0,0,3385,0,0,0,0,0,0.0374692383,0,0.002967747,939,0,3270,0,708
2020-12-18,Région,RSS99,Ensemble du Québec,742,0,0,0,4127,0,0,0,0,0,0.0464297717,0,0.0039302595,782,0,4052,0,739
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4845,0,0,0,0,0,0.0547142547,0,0.004652144,723,0,4775,0,859
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4959,0,0,0,0,0,0.0561923989,0,0.0048240212,129,0,4904,0,1258
2020-12-21,Région,RSS99,Ensemble du Québec,522,0,0,0,5481,0,0,0,0,0,0.0620018496,0,0.0057750753,507,0,5411,0,1559
2020-12-22,Région,RSS99,Ensemble du Québec,2030,0,0,0,7511,0,0,0,0,0,0.0819396094,0,0.008903241,1740,0,7151,0,1453
2020-12-23,Région,RSS99,Ensemble du Québec,3766,0,0,0,11277,0,0,0,0,0,0.1234536921,0,0.0132803814,3623,0,10774,0,1798
2020-12-24,Région,RSS99,Ensemble du Québec,3024,0,0,0,14301,0,0,0,0,0,0.1562707864,0,0.0159387494,2864,0,13638,0,2108
