group,1d,2d,3d,pop 2021
0-4,249,55,8,428991
5-11,430434,317791,305,650347
12-17,530290,503635,79151,529446
18-29,1110752,1050430,415381,1216440
30-39,1018790,977904,485169,1118629
40-49,1026060,1000461,623168,1115327
50-59,1079416,1053371,776671,1155183
60-69,1115068,1103771,979421,1168854
70-79,753651,752710,712747,783129
80 plus,400543,400870,384276,425520
Total 5+,7465004,7160943,4456289,8162875
Total,7465253,7160998,4456297,8591866
