Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-28;5887119;5405885
2021-05-27;5887119;5310380
2021-05-26;5877419;5207334
2021-05-25;5877419;5119140
2021-05-24;5829449;5059041
2021-05-23;5829449;5006680
2021-05-22;5829449;4937980
