Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;17;272;202,6;8988;6695,2;7;n.p.;471;350,9
Anjou;5;124;289,7;3092;7225;< 5;n.p.;74;172,9
Baie D'urfé;0;< 5;n.p.;68;1778,7;0;;< 5;n.p.
Beaconsfield;< 5;16;* 82,8;386;1997,5;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;30;474;284,7;10301;6186;< 5;n.p.;350;210,2
Côte-Saint-Luc;9;143;440,7;2439;7516,6;0;;110;339
Dollard-des-Ormeaux;20;86;175,9;2322;4748,6;0;;119;243,4
Dorval;< 5;17;* 89,6;685;3609,1;0;;67;353
Hampstead;< 5;27;* 387,2;353;5062,4;0;;5;n.p.
Kirkland;< 5;38;188,6;589;2922,9;< 5;n.p.;32;* 158,8
Lachine;7;84;188,8;2598;5839,6;0;;169;379,9
LaSalle;17;153;199,1;4710;6128,6;< 5;n.p.;235;305,8
L'Île-Bizard–Sainte-Geneviève;< 5;19;* 103,2;888;4822,7;< 5;n.p.;74;401,9
Mercier–Hochelaga-Maisonneuve;19;317;233;7678;5644,6;< 5;n.p.;440;323,5
Montréal Est;< 5;15;* 389,6;238;6181,8;< 5;n.p.;9;* 233,8
Montréal-Nord;19;245;290,9;8207;9743,1;< 5;n.p.;323;383,5
Montréal-Ouest;< 5;15;* 297;142;2811,9;0;;< 5;n.p.
Mont-Royal;< 5;37;182,5;991;4887,6;0;;92;453,7
Outremont;< 5;45;187,9;1140;4759,1;0;;21;* 87,7
Pierrefonds–Roxboro;12;185;267;3520;5079,6;0;;79;114
Plateau Mont-Royal;8;138;132,7;3939;3787,5;< 5;n.p.;169;162,5
Pointe-Claire;< 5;39;124,3;917;2922,2;< 5;n.p.;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;5;264;247,3;7997;7491,8;< 5;n.p.;310;290,4
Rosemont–La Petite Patrie;15;172;123,2;6208;4447,3;< 5;n.p.;317;227,1
Sainte-Anne-de-Bellevue;0;< 5;n.p.;122;2460,7;0;;12;* 242
Saint-Laurent;25;328;331,9;6767;6847,2;6;n.p.;149;150,8
Saint-Léonard;16;218;278,4;6824;8714,6;< 5;n.p.;129;164,7
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;8;93;119;3312;4237,9;< 5;n.p.;204;261
Verdun;6;150;216,7;2797;4040,2;0;;192;277,3
Ville-Marie;11;133;149,2;4116;4615,9;0;;115;129
Villeray–Saint-Michel–Parc-Extension;32;313;217,6;9495;6600,5;< 5;n.p.;182;126,5
Westmount;< 5;26;* 128;645;3175,5;0;;57;280,6
Territoire à confirmer;7;37;;1742;;0;;25;
Total à Montréal;313;4228;204,7;114238;5530,3;37;1,8;4608;223,1
