Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-03-25;1380295;1121958
2021-03-24;1321795;1067007
2021-03-23;1321795;1026301
2021-03-22;1296055;993916
2021-03-21;1050355;967414
2021-03-20;1050355;946076
2021-03-19;1050355;917236
