group,1d,2d,3d,pop 2021
0-4,18022,1386,11,428991
5-11,437665,332285,6165,650347
12-17,532209,509246,104303,529446
18-29,1115219,1056771,441589,1216440
30-39,1022977,983521,508468,1118629
40-49,1028865,1004805,646752,1115327
50-59,1081503,1056228,796179,1155183
60-69,1117343,1105725,995113,1168854
70-79,755001,753833,722244,783129
80 plus,401037,401536,390060,425520
Total 5+,7491819,7203950,4610873,8162875
Total,7509841,7205336,4610884,8591866
