Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;95;548;408,2;12903;9611,5;< 5;n.p.;493;367,2
Anjou;29;210;490,7;4402;10286;< 5;n.p.;80;186,9
Baie D'urfé;0;5;n.p.;119;3112,7;0;;< 5;n.p.
Beaconsfield;< 5;34;* 175,9;670;3467,2;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;80;593;356,1;14517;8717,9;0;;372;223,4
Côte-Saint-Luc;27;205;631,8;3526;10866,6;0;;120;369,8
Dollard-des-Ormeaux;13;130;265,9;3519;7196,5;0;;125;255,6
Dorval;8;48;252,9;995;5242,4;0;;69;363,5
Hampstead;12;49;702,7;582;8346,5;0;;6;n.p.
Kirkland;< 5;40;198,5;959;4759,1;0;;36;* 178,7
Lachine;11;100;224,8;3542;7961,5;< 5;n.p.;172;386,6
LaSalle;50;314;408,6;6871;8940,4;0;;247;321,4
L'Île-Bizard–Sainte-Geneviève;< 5;44;239;1271;6902,7;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;79;503;369,8;10972;8066,2;0;;452;332,3
Montréal Est;5;50;1298,7;408;10597,4;0;;9;* 233,8
Montréal-Nord;21;240;284,9;10744;12754,9;0;;338;401,3
Montréal-Ouest;< 5;21;* 415,8;280;5544,6;0;;< 5;n.p.
Mont-Royal;8;78;384,7;1379;6801,1;0;;94;463,6
Outremont;24;131;546,9;1605;6700,3;0;;29;* 121,1
Pierrefonds–Roxboro;19;209;301,6;5279;7617,9;0;;88;127
Plateau Mont-Royal;141;524;503,8;6235;5995,2;< 5;n.p.;173;166,3
Pointe-Claire;8;110;350,5;1378;4391,3;< 5;n.p.;57;181,6
Rivière-des-Prairies–Pointe-aux-Trembles;42;405;379,4;11364;10646,1;< 5;n.p.;324;303,5
Rosemont–La Petite Patrie;109;671;480,7;9198;6589,3;< 5;n.p.;329;235,7
Sainte-Anne-de-Bellevue;< 5;15;* 302,5;206;4154,9;0;;13;* 262,2
Saint-Laurent;38;364;368,3;10079;10198,5;0;;159;160,9
Saint-Léonard;36;315;402,3;9831;12554,8;0;;150;191,6
Senneville;< 5;< 5;n.p.;38;4126;0;;0;
Sud-Ouest;88;318;406,9;5139;6575,7;0;;209;267,4
Verdun;48;251;362,6;4030;5821,3;0;;202;291,8
Ville-Marie;83;346;388;6280;7042,7;< 5;n.p.;133;149,2
Villeray–Saint-Michel–Parc-Extension;100;522;362,9;13595;9450,6;< 5;n.p.;207;143,9
Westmount;13;62;305,2;971;4780,4;0;;57;280,6
Territoire à confirmer;34;136;;2365;;0;;27;
Total à Montréal;1237;7595;367,7;165252;8000;10;*0,5;4873;235,9
