"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-02-24;23074695;18382262
2022-02-23;23074695;18367437
2022-02-22;23074695;18354877
2022-02-21;23074695;18341951
2022-02-20;23074695;18326755
2022-02-19;23074695;18315246
2022-02-18;23074695;18296100
