Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;18;226;168,3;20104;14975,6;< 5;n.p.;525;391,1
Anjou;< 5;78;182,3;6890;16099,6;0;;84;196,3
Baie D'urfé;0;5;n.p.;291;7611,8;0;;< 5;n.p.
Beaconsfield;< 5;53;274,3;1546;8000,4;< 5;n.p.;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;12;268;160,9;23940;14376,7;6;n.p.;406;243,8
Côte-Saint-Luc;7;77;237,3;5356;16506,4;< 5;n.p.;129;397,6
Dollard-des-Ormeaux;8;95;194,3;6138;12552,4;0;;131;267,9
Dorval;< 5;34;* 179,1;2082;10969,4;0;;70;368,8
Hampstead;5;41;588;1058;15172,8;0;;6;n.p.
Kirkland;< 5;38;188,6;1929;9572,7;< 5;n.p.;40;198,5
Lachine;< 5;81;182,1;6292;14142,8;< 5;n.p.;189;424,8
LaSalle;6;121;157,4;11109;14454,9;< 5;n.p.;259;337
L'Île-Bizard–Sainte-Geneviève;< 5;44;239;2376;12903,9;0;;79;429
Mercier–Hochelaga-Maisonneuve;15;264;194,1;19418;14275,4;< 5;n.p.;499;366,8
Montréal Est;< 5;16;* 415,6;656;17039;0;;11;* 285,7
Montréal-Nord;< 5;138;163,8;15268;18125,7;< 5;n.p.;383;454,7
Montréal-Ouest;< 5;14;* 277,2;560;11089,1;0;;< 5;n.p.
Mont-Royal;8;57;281,1;2574;12694,8;0;;95;468,5
Outremont;< 5;59;246,3;2822;11780,9;0;;30;* 125,2
Pierrefonds–Roxboro;< 5;119;171,7;8962;12932,7;< 5;n.p.;101;145,7
Plateau Mont-Royal;9;173;166,3;12467;11987,5;< 5;n.p.;194;186,5
Pointe-Claire;12;56;178,5;2846;9069,5;0;;64;204
Rivière-des-Prairies–Pointe-aux-Trembles;13;229;214,5;17740;16619,4;< 5;n.p.;352;329,8
Rosemont–La Petite Patrie;15;256;183,4;17665;12654,9;< 5;n.p.;350;250,7
Sainte-Anne-de-Bellevue;< 5;13;* 262,2;444;8955,2;0;;14;* 282,4
Saint-Laurent;35;187;189,2;14768;14943,1;0;;171;173
Saint-Léonard;9;139;177,5;14377;18360,3;< 5;n.p.;167;213,3
Senneville;< 5;< 5;n.p.;85;9229,1;0;;0;
Sud-Ouest;7;106;135,6;9714;12429,8;0;;228;291,7
Verdun;6;112;161,8;7569;10933,3;0;;211;304,8
Ville-Marie;12;187;209,7;11844;13282,5;< 5;n.p.;150;168,2
Villeray–Saint-Michel–Parc-Extension;24;228;158,5;21830;15175,2;< 5;n.p.;242;168,2
Westmount;< 5;76;374,2;1961;9654,4;0;;64;315,1
Territoire à confirmer;39;118;;7441;;< 5;;31;
Total à Montréal;296;3711;179,7;280123;13561;28;*1,4;5308;257
