Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;20;316;235,4;8797;6552,9;5;n.p.;464;345,6
Anjou;6;171;399,6;3010;7033,4;< 5;n.p.;73;170,6
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;11;* 56,9;374;1935,4;0;;18;* 93,1
Côte-des-Neiges–Notre-Dame-de-Grâce;44;600;360,3;10022;6018,5;< 5;n.p.;348;209
Côte-Saint-Luc;11;147;453;2357;7263,9;0;;109;335,9
Dollard-des-Ormeaux;5;107;218,8;2257;4615,6;< 5;n.p.;119;243,4
Dorval;< 5;24;* 126,4;675;3556,4;0;;67;353
Hampstead;< 5;20;* 286,8;334;4789,9;0;;5;n.p.
Kirkland;0;35;* 173,7;564;2798,9;0;;31;* 153,8
Lachine;< 5;65;146,1;2537;5702,5;< 5;n.p.;169;379,9
LaSalle;12;142;184,8;4606;5993,3;0;;234;304,5
L'Île-Bizard–Sainte-Geneviève;0;20;* 108,6;872;4735,8;< 5;n.p.;74;401,9
Mercier–Hochelaga-Maisonneuve;24;243;178,6;7455;5480,7;8;n.p.;440;323,5
Montréal Est;< 5;10;* 259,7;230;5974;0;;8;n.p.
Montréal-Nord;34;233;276,6;8063;9572,1;< 5;n.p.;323;383,5
Montréal-Ouest;0;5;n.p.;128;2534,7;0;;< 5;n.p.
Mont-Royal;< 5;40;197,3;969;4779;0;;92;453,7
Outremont;< 5;40;167;1110;4633,9;0;;21;* 87,7
Pierrefonds–Roxboro;8;186;268,4;3410;4920,8;0;;79;114
Plateau Mont-Royal;13;135;129,8;3856;3707,7;0;;168;161,5
Pointe-Claire;< 5;47;149,8;891;2839,4;< 5;n.p.;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;19;269;252;7856;7359,7;< 5;n.p.;307;287,6
Rosemont–La Petite Patrie;6;188;134,7;6090;4362,8;0;;315;225,7
Sainte-Anne-de-Bellevue;0;< 5;n.p.;118;2380;0;;12;* 242
Saint-Laurent;22;356;360,2;6555;6632,7;< 5;n.p.;146;147,7
Saint-Léonard;13;226;288,6;6675;8524,4;< 5;n.p.;127;162,2
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;12;95;121,6;3255;4165;0;;203;259,8
Verdun;10;123;177,7;2693;3890;0;;192;277,3
Ville-Marie;12;114;127,8;4028;4517,2;< 5;n.p.;115;129
Villeray–Saint-Michel–Parc-Extension;20;313;217,6;9292;6459,4;5;n.p.;182;126,5
Westmount;< 5;16;* 78,8;625;3077;0;;57;280,6
Territoire à confirmer;< 5;40;;1718;;0;;25;
Total à Montréal;316;4340;210,1;111511;5398,3;41;2;4581;221,8
