Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;5;176;131,1;3282;2444,8;0;;372;277,1
Anjou;< 5;86;201;1029;2404,4;0;;49;114,5
Baie D'urfé;0;< 5;n.p.;37;967,8;0;;< 5;n.p.
Beaconsfield;< 5;18;* 93,1;114;589,9;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;29;391;234,8;3677;2208,1;< 5;n.p.;274;164,5
Côte-Saint-Luc;7;137;422,2;960;2958,6;< 5;n.p.;63;194,2
Dollard-des-Ormeaux;5;80;163,6;741;1515,4;< 5;n.p.;89;182
Dorval;0;16;* 84,3;313;1649,1;0;;61;321,4
Hampstead;< 5;< 5;n.p.;120;1720,9;0;;< 5;n.p.
Kirkland;< 5;21;* 104,2;206;1022,3;0;;27;* 134
Lachine;7;88;197,8;902;2027,5;0;;108;242,8
LaSalle;21;147;191,3;1756;2284,9;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;< 5;10;* 54,3;285;1547,8;< 5;n.p.;50;271,5
Mercier–Hochelaga-Maisonneuve;8;185;136;3329;2447,4;0;;389;286
Montréal Est;0;6;n.p.;66;1714,3;0;;< 5;n.p.
Montréal-Nord;< 5;177;210,1;3501;4156,3;< 5;n.p.;253;300,4
Montréal-Ouest;< 5;< 5;n.p.;45;891,1;0;;< 5;n.p.
Mont-Royal;< 5;30;* 148;470;2318;0;;90;443,9
Outremont;< 5;22;* 91,8;564;2354,5;0;;11;* 45,9
Pierrefonds–Roxboro;8;141;203,5;945;1363,7;< 5;n.p.;40;57,7
Plateau Mont-Royal;5;61;58,7;1677;1612,5;0;;129;124
Pointe-Claire;< 5;22;* 70,1;294;936,9;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;11;148;138,7;2977;2788,9;0;;253;237
Rosemont–La Petite Patrie;11;220;157,6;2569;1840,4;< 5;n.p.;242;173,4
Sainte-Anne-de-Bellevue;0;0;;24;* 484,1;0;;< 5;n.p.
Saint-Laurent;18;224;226,7;1952;1975,1;< 5;n.p.;105;106,2
Saint-Léonard;9;176;224,8;1842;2352,3;0;;52;66,4
Senneville;0;< 5;n.p.;7;n.p.;0;;0;
Sud-Ouest;< 5;101;129,2;1495;1913;< 5;n.p.;181;231,6
Verdun;6;72;104;1318;1903,8;< 5;n.p.;166;239,8
Ville-Marie;< 5;148;166;1827;2048,9;< 5;n.p.;84;94,2
Villeray–Saint-Michel–Parc-Extension;23;338;235;3528;2452,5;< 5;n.p.;134;93,2
Westmount;< 5;13;* 64;275;1353,9;< 5;n.p.;38;187,1
Territoire à confirmer;9;52;;957;;0;;37;
Total à Montréal;209;3319;160,7;43084;2085,7;22;*1,1;3535;171,1
