Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;26;401;298,7;9580;7136,2;< 5;n.p.;474;353,1
Anjou;13;139;324,8;3274;7650,2;0;;74;172,9
Baie D'urfé;0;6;n.p.;80;2092,6;0;;< 5;n.p.
Beaconsfield;< 5;20;* 103,5;416;2152,8;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;48;466;279,8;10972;6589;< 5;n.p.;352;211,4
Côte-Saint-Luc;< 5;123;379,1;2596;8000,5;< 5;n.p.;112;345,2
Dollard-des-Ormeaux;14;138;282,2;2500;5112,6;0;;120;245,4
Dorval;< 5;45;237,1;747;3935,7;0;;67;353
Hampstead;< 5;10;* 143,4;365;5234,5;0;;5;n.p.
Kirkland;< 5;39;193,5;650;3225,6;0;;33;* 163,8
Lachine;15;177;397,9;2788;6266,7;< 5;n.p.;170;382,1
LaSalle;17;203;264,1;5004;6511,1;0;;237;308,4
L'Île-Bizard–Sainte-Geneviève;5;78;423,6;979;5316,9;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;32;296;217,6;8103;5957;< 5;n.p.;441;324,2
Montréal Est;0;15;* 389,6;256;6649,4;0;;9;* 233,8
Montréal-Nord;8;144;171;8437;10016,1;< 5;n.p.;327;388,2
Montréal-Ouest;0;13;* 257,4;163;3227,7;0;;< 5;n.p.
Mont-Royal;< 5;51;251,5;1060;5227,9;0;;92;453,7
Outremont;7;34;* 141,9;1191;4972;0;;22;* 91,8
Pierrefonds–Roxboro;19;201;290,1;3782;5457,7;< 5;n.p.;80;115,4
Plateau Mont-Royal;10;173;166,3;4167;4006,7;0;;170;163,5
Pointe-Claire;< 5;41;130,7;974;3103,9;< 5;n.p.;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;21;305;285,7;8408;7876,9;< 5;n.p.;312;292,3
Rosemont–La Petite Patrie;21;239;171,2;6550;4692,3;< 5;n.p.;321;230
Sainte-Anne-de-Bellevue;< 5;7;n.p.;129;2601,9;0;;12;* 242
Saint-Laurent;26;405;409,8;7346;7433,1;< 5;n.p.;151;152,8
Saint-Léonard;22;258;329,5;7218;9217,8;< 5;n.p.;132;168,6
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;13;141;180,4;3500;4478,5;0;;204;261
Verdun;5;113;163,2;2963;4280;0;;192;277,3
Ville-Marie;14;158;177,2;4329;4854,8;< 5;n.p.;116;130,1
Villeray–Saint-Michel–Parc-Extension;30;385;267,6;10049;6985,6;< 5;n.p.;186;129,3
Westmount;0;16;* 78,8;675;3323,2;0;;58;285,5
Territoire à confirmer;< 5;57;;1806;;0;;26;
Total à Montréal;390;4897;237,1;121079;5861,5;22;*1,1;4647;225
