group,1d,2d,3d,pop 2021
0-4,248,54,8,428991
5-11,429991,316301,284,650347
12-17,530076,503301,77217,529446
18-29,1110437,1050002,413436,1216440
30-39,1018513,977547,483619,1118629
40-49,1025852,1000194,621739,1115327
50-59,1079288,1053186,775328,1155183
60-69,1114961,1103650,977852,1168854
70-79,753582,752631,711573,783129
80 plus,400510,400810,383463,425520
Total 5+,7463210,7157622,4444511,8162875
Total,7463458,7157676,4444519,8591866
