group,1d,2d,3d,pop 2021
0-4,32111,15312,95,428991
5-11,441576,339155,33250,650347
12-17,532892,510615,123079,529446
18-29,1118665,1059734,455576,1216440
30-39,1026587,986298,522692,1118629
40-49,1030944,1006448,658962,1115327
50-59,1082934,1057377,807418,1155183
60-69,1119019,1106900,1004239,1168854
70-79,755969,754466,726854,783129
80 plus,401312,401842,392265,425520
Total 5+,7509898,7222835,4724335,8162875
Total,7542009,7238147,4724430,8591866
