Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;n.d.;286;213;10248;7633,8;< 5;n.p.;477;355,3
Anjou;n.d.;86;201;3469;8105,9;0;;76;177,6
Baie D'urfé;n.d.;< 5;n.p.;92;2406,5;0;;< 5;n.p.
Beaconsfield;n.d.;16;* 82,8;460;2380,5;< 5;n.p.;20;* 103,5
Côte-des-Neiges–Notre-Dame-de-Grâce;n.d.;222;133,3;11636;6987,7;< 5;n.p.;362;217,4
Côte-Saint-Luc;n.d.;77;237,3;2756;8493,6;< 5;n.p.;114;351,3
Dollard-des-Ormeaux;n.d.;77;157,5;2753;5630;< 5;n.p.;122;249,5
Dorval;n.d.;7;n.p.;788;4151,7;0;;67;353
Hampstead;n.d.;5;n.p.;383;5492,6;0;;5;n.p.
Kirkland;n.d.;38;188,6;738;3662,3;0;;33;* 163,8
Lachine;n.d.;42;94,4;2905;6529,7;0;;169;379,9
LaSalle;n.d.;175;227,7;5521;7183,8;< 5;n.p.;239;311
L'Île-Bizard–Sainte-Geneviève;n.d.;25;* 135,8;1053;5718,8;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;n.d.;161;118,4;8574;6303,3;0;;445;327,1
Montréal Est;n.d.;< 5;n.p.;268;6961;0;;9;* 233,8
Montréal-Nord;n.d.;197;233,9;8885;10548;< 5;n.p.;333;395,3
Montréal-Ouest;n.d.;11;* 217,8;178;3524,8;0;;< 5;n.p.
Mont-Royal;n.d.;13;* 64,1;1111;5479,4;0;;93;458,7
Outremont;n.d.;10;* 41,7;1253;5230,9;< 5;n.p.;28;* 116,9
Pierrefonds–Roxboro;n.d.;119;171,7;4151;5990,2;< 5;n.p.;83;119,8
Plateau Mont-Royal;n.d.;131;126;4601;4424;0;;172;165,4
Pointe-Claire;n.d.;29;* 92,4;1067;3400,3;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;n.d.;155;145,2;8810;8253,5;0;;313;293,2
Rosemont–La Petite Patrie;n.d.;140;100,3;6943;4973,9;< 5;n.p.;322;230,7
Sainte-Anne-de-Bellevue;n.d.;< 5;n.p.;136;2743;0;;12;* 242
Saint-Laurent;n.d.;295;298,5;8144;8240,6;< 5;n.p.;153;154,8
Saint-Léonard;n.d.;141;180,1;7640;9756,7;< 5;n.p.;139;177,5
Senneville;n.d.;0;;23;* 2497,3;0;;0;
Sud-Ouest;n.d.;123;157,4;3806;4870,1;< 5;n.p.;205;262,3
Verdun;n.d.;50;72,2;3088;4460,6;0;;195;281,7
Ville-Marie;n.d.;166;186,2;4699;5269,7;< 5;n.p.;121;135,7
Villeray–Saint-Michel–Parc-Extension;n.d.;270;187,7;10819;7520,9;< 5;n.p.;193;134,2
Westmount;n.d.;21;* 103,4;720;3544,7;0;;58;285,5
Territoire à confirmer;n.d.;29;;1881;;0;;25;
Total à Montréal;193;3126;151,3;129599;6274;30;*1,5;4716;228,3
