Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-19;5184819;4636679
2021-05-18;5036719;4547128
2021-05-17;4993429;4474432
2021-05-16;4578079;4402342
2021-05-15;4578079;4328654
2021-05-14;4578079;4236879
2021-05-13;4578079;4135234
