,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3979,2,3953,26,53,0,3921,5,196934.5,2020.47,2.54,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11048,6,10825,223,271,0,10761,16,277505,3981.19,5.77,97.66,3
03,03 - Capitale-Nationale,32935,6,32582,353,1118,0,31766,51,757803,4346.12,6.71,147.53,4
04,04 - Mauricie et Centre-du-Québec,15477,43,15237,240,525,0,14747,205,523331.5,2957.40,39.10,100.32,12
05,05 - Estrie,14968,4,14451,517,352,0,14574,42,494966.5,3024.04,8.45,71.12,2
06,06 - Montréal,134043,142,131113,2930,4773,0,128721,549,2072060.5,6469.07,26.41,230.35,40
07,07 - Outaouais,12619,4,12172,447,215,0,12384,20,402744,3133.26,4.94,53.38,1
08,08 - Abitibi-Témiscamingue,1153,2,1120,33,9,0,1140,4,147637,780.97,2.71,6.10,1
09,09 - Côte-Nord,582,0,563,19,4,0,575,3,89700.5,648.83,3.36,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2026,0,89823,2306.76,0.00,51.21,0
12,12 - Chaudière-Appalaches,19319,5,19038,281,368,0,18931,20,431109.5,4481.23,4.63,85.36,0
13,13 - Laval,32174,29,30336,1838,917,0,31079,178,444658.5,7235.67,39.86,206.23,14
14,14 - Lanaudière,24239,19,23526,713,517,0,23640,82,522367,4640.22,15.63,98.97,2
15,15 - Laurentides,21204,19,20600,604,510,0,20605,89,630238,3364.44,14.05,80.92,8
16,16 - Montérégie,51835,23,49877,1958,1559,0,50082,194,1438226,3604.09,13.44,108.40,9
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,535,1,530,5,0,0,521,14,.,.,.,.,0
999,Ensemble du Québec,378462,305,368250,10212,11240,0,365750,1472,8565469.5,4418.46,17.13,131.22,96

