group,1d,2d,3d,pop 2021
0-4,1268,56,8,428991
5-11,433805,327165,424,650347
12-17,531507,507876,93744,529446
18-29,1113140,1054506,432674,1216440
30-39,1021077,981592,499405,1118629
40-49,1027647,1003454,638386,1115327
50-59,1080590,1055272,788269,1155183
60-69,1116225,1104904,988241,1168854
70-79,754311,753301,718067,783129
80 plus,400747,401194,387070,425520
Total 5+,7479049,7189264,4546280,8162875
Total,7480317,7189320,4546288,8591866
