Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;24;411;306,2;8253;6147,7;6;n.p.;450;335,2
Anjou;9;159;371,5;2745;6414,2;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;< 5;17;* 88;352;1821,6;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;36;425;255,2;9062;5442;6;n.p.;340;204,2
Côte-Saint-Luc;< 5;100;308,2;2054;6330,1;< 5;n.p.;108;332,8
Dollard-des-Ormeaux;12;91;186,1;2079;4251,6;< 5;n.p.;118;241,3
Dorval;0;37;194,9;642;3382,5;0;;67;353
Hampstead;0;13;* 186,4;310;4445,7;< 5;n.p.;< 5;n.p.
Kirkland;< 5;21;* 104,2;518;2570,6;0;;31;* 153,8
Lachine;8;155;348,4;2418;5435,1;< 5;n.p.;165;370,9
LaSalle;11;214;278,5;4331;5635,4;< 5;n.p.;233;303,2
L'Île-Bizard–Sainte-Geneviève;5;28;* 152,1;831;4513,1;0;;72;391
Mercier–Hochelaga-Maisonneuve;33;357;262,5;7046;5180;< 5;n.p.;427;313,9
Montréal Est;< 5;12;* 311,7;218;5662,3;0;;7;n.p.
Montréal-Nord;46;372;441,6;7617;9042,7;5;n.p.;321;381,1
Montréal-Ouest;0;< 5;n.p.;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;42;207,1;915;4512,7;< 5;n.p.;92;453,7
Outremont;< 5;40;167;1028;4291,6;< 5;n.p.;21;* 87,7
Pierrefonds–Roxboro;27;177;255,4;3111;4489,4;< 5;n.p.;76;109,7
Plateau Mont-Royal;13;209;201;3606;3467,3;< 5;n.p.;168;161,5
Pointe-Claire;< 5;23;* 73,3;811;2584,4;0;;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;31;412;386;7368;6902,6;< 5;n.p.;302;282,9
Rosemont–La Petite Patrie;8;238;170,5;5754;4122,1;< 5;n.p.;314;224,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;110;2218,6;0;;12;* 242
Saint-Laurent;36;424;429;5890;5959,8;10;*10,1;139;140,6
Saint-Léonard;39;513;655,1;6254;7986,7;5;n.p.;117;149,4
Senneville;0;0;;21;* 2280,1;0;;0;
Sud-Ouest;< 5;111;142;3109;3978,2;< 5;n.p.;202;258,5
Verdun;< 5;128;184,9;2503;3615,5;< 5;n.p.;191;275,9
Ville-Marie;9;136;152,5;3843;4309,7;< 5;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;47;490;340,6;8698;6046,5;5;n.p.;172;119,6
Westmount;< 5;13;* 64;601;2958,8;0;;55;270,8
Territoire à confirmer;< 5;52;;1666;;< 5;;24;
Total à Montréal;416;5425;262,6;103952;5032,4;73;3,5;4483;217
