group,1d,2d,3d,pop 2021
0-4,247,54,9,428991
5-11,431217,320479,317,650347
12-17,530727,504545,82820,529446
18-29,1111368,1051492,419683,1216440
30-39,1019370,978951,488602,1118629
40-49,1026455,1001210,626644,1115327
50-59,1079676,1053857,779438,1155183
60-69,1115258,1104064,982099,1168854
70-79,753759,752865,714509,783129
80 plus,400592,400987,385407,425520
Total 5+,7468422,7168450,4479519,8162875
Total,7468669,7168504,4479528,8591866
