Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;16;474;353,1;21286;15856,1;< 5;n.p.;530;394,8
Anjou;7;119;278,1;7188;16796;0;;86;201
Baie D'urfé;0;14;* 366,2;336;8788,9;0;;< 5;n.p.
Beaconsfield;0;95;491,6;1769;9154,4;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;29;602;361,5;25387;15245,6;0;;414;248,6
Côte-Saint-Luc;7;196;604;5842;18004,2;0;;130;400,6
Dollard-des-Ormeaux;10;171;349,7;6619;13536,1;0;;131;267,9
Dorval;< 5;52;274;2268;11949,4;0;;70;368,8
Hampstead;< 5;88;1262;1298;18614,7;< 5;n.p.;7;n.p.
Kirkland;< 5;103;511,1;2168;10758,8;0;;40;198,5
Lachine;7;180;404,6;6709;15080,1;0;;192;431,6
LaSalle;10;280;364,3;11756;15296,7;< 5;n.p.;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;53;287,8;2549;13843,5;< 5;n.p.;80;434,5
Mercier–Hochelaga-Maisonneuve;21;513;377,1;20696;15215;< 5;n.p.;507;372,7
Montréal Est;0;35;* 909,1;716;18597,4;0;;11;* 285,7
Montréal-Nord;8;239;283,7;15786;18740,7;< 5;n.p.;392;465,4
Montréal-Ouest;0;25;* 495;622;12316,8;0;;< 5;n.p.
Mont-Royal;7;93;458,7;2847;14041,2;0;;95;468,5
Outremont;< 5;95;396,6;3106;12966,5;0;;31;* 129,4
Pierrefonds–Roxboro;12;206;297,3;9487;13690,3;< 5;n.p.;104;150,1
Plateau Mont-Royal;13;373;358,7;13594;13071,2;5;n.p.;199;191,3
Pointe-Claire;8;113;360,1;3145;10022,3;< 5;n.p.;66;210,3
Rivière-des-Prairies–Pointe-aux-Trembles;18;459;430;18691;17510,3;< 5;n.p.;357;334,4
Rosemont–La Petite Patrie;19;591;423,4;19153;13720,9;< 5;n.p.;358;256,5
Sainte-Anne-de-Bellevue;0;10;* 201,7;511;10306,6;0;;15;* 302,5
Saint-Laurent;15;285;288,4;15484;15667,6;0;;173;175,1
Saint-Léonard;12;215;274,6;14875;18996,2;0;;169;215,8
Senneville;0;< 5;n.p.;92;9989,1;0;;0;
Sud-Ouest;< 5;282;360,8;10477;13406,1;0;;234;299,4
Verdun;10;268;387,1;8226;11882,3;< 5;n.p.;215;310,6
Ville-Marie;20;431;483,3;12912;14480,2;< 5;n.p.;157;176,1
Villeray–Saint-Michel–Parc-Extension;26;399;277,4;22877;15903;< 5;n.p.;249;173,1
Westmount;< 5;133;654,8;2366;11648,3;0;;65;320
Territoire à confirmer;29;379;;8246;;0;;31;
Total à Montréal;321;7572;366,6;299085;14478,9;25;*1,2;5401;261,5
