date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,291,0,291,0,291,291,0.0030251683,0.0,0.0005532409,257.0,0.0,257.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1171,0,1462,0,1171,1462,0.0163382633,0.0,0.0017656625,1131.0,0.0,1388.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,949,0,2411,0,949,2411,0.0276502741,0.0,0.0025660961,961.0,0.0,2349.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,906,0,3317,0,906,3317,0.0384914415,0.0,0.0032488189,921.0,0.0,3270.0,0.0,697.0
2020-12-18,Région,RSS99,Ensemble du Québec,728,0,4045,0,728,4045,0.047249127300000006,0.0,0.0042375899,744.0,0.0,4014.0,0.0,727.0
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,4763,0,718,4763,0.0557478493,0.0,0.004967397,722.0,0.0,4736.0,0.0,849.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,4878,0,115,4878,0.057148608200000006,0.0,0.0051439633,119.0,0.0,4855.0,0.0,1251.0
2020-12-21,Région,RSS99,Ensemble du Québec,505,0,5383,0,505,5383,0.0630459208,0.0,0.006203360799999999,501.0,0.0,5356.0,0.0,1553.0
2020-12-22,Région,RSS99,Ensemble du Québec,2024,0,7407,0,2024,7407,0.0859642194,0.0,0.0101113603,1947.0,0.0,7303.0,0.0,1449.0
2020-12-23,Région,RSS99,Ensemble du Québec,3759,0,11166,0,3759,11166,0.1299174435,0.0,0.014902191100000002,3734.0,0.0,11037.0,0.0,1794.0
2020-12-24,Région,RSS99,Ensemble du Québec,3023,0,14189,0,3023,14189,0.1649717288,0.0,0.0177272511,2978.0,0.0,14015.0,0.0,2103.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,14189,0,0,14189,0.1650541264,0.0,0.0177272511,7.0,0.0,14022.0,0.0,2391.0
2020-12-26,Région,RSS99,Ensemble du Québec,3131,0,17320,0,3131,17320,0.2016386525,0.0,0.021140865099999996,3108.0,0.0,17130.0,0.0,2439.0
2020-12-27,Région,RSS99,Ensemble du Québec,2282,0,19602,0,2282,19602,0.2285944326,0.0,0.023777587700000002,2290.0,0.0,19420.0,0.0,2342.0
2020-12-28,Région,RSS99,Ensemble du Québec,2517,0,22119,0,2517,22119,0.2583635016,0.0,0.027226515099999998,2529.0,0.0,21949.0,0.0,1959.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,24483,0,2364,24483,0.2867553539,0.0,0.030004490699999997,2412.0,0.0,24361.0,0.0,1960.0
2020-12-30,Région,RSS99,Ensemble du Québec,3076,0,27559,0,3076,27559,0.32343404870000003,0.0,0.0337947794,3116.0,0.0,27477.0,0.0,1603.0
2020-12-31,Région,RSS99,Ensemble du Québec,342,0,27901,0,342,27901,0.3276951807,0.0,0.0339478035,362.0,0.0,27839.0,0.0,1497.0
2021-01-01,Région,RSS99,Ensemble du Québec,8,0,27909,0,8,27909,0.3281895662,0.0,0.033971345699999995,42.0,0.0,27881.0,0.0,1532.0
2021-01-02,Région,RSS99,Ensemble du Québec,634,0,28543,0,634,28543,0.3360761919,0.0,0.0347600082,670.0,0.0,28551.0,0.0,2047.0
2021-01-03,Région,RSS99,Ensemble du Québec,1538,0,30081,0,1538,30081,0.35466273200000004,0.0,0.0362549358,1579.0,0.0,30130.0,0.0,3143.0
2021-01-04,Région,RSS99,Ensemble du Québec,2762,0,32843,0,2762,32843,0.3873274874,1.17711e-05,0.0405278389,2775.0,1.0,32905.0,1.0,5059.0
2021-01-05,Région,RSS99,Ensemble du Québec,5969,1,38812,1,5970,38813,0.4567768774,8.23976e-05,0.050980560599999995,5900.0,6.0,38805.0,7.0,6974.0
2021-01-06,Région,RSS99,Ensemble du Québec,10742,2,49554,3,10744,49557,0.5810912853,0.0002471927,0.06448199290000001,10561.0,14.0,49366.0,21.0,8138.0
2021-01-07,Région,RSS99,Ensemble du Québec,13759,1,63313,4,13760,63317,0.7380469065999999,0.0004590722,0.08661162900000001,13334.0,18.0,62700.0,39.0,8927.0
2021-01-08,Région,RSS99,Ensemble du Québec,13406,3,76719,7,13409,76726,0.8929190461,0.0006591807000000001,0.1050569161,13157.0,17.0,75857.0,56.0,9582.0
2021-01-09,Région,RSS99,Ensemble du Québec,8780,1,85499,8,8781,85507,0.9951509023,0.0006944939,0.11550963789999999,8685.0,3.0,84542.0,59.0,9870.0
2021-01-10,Région,RSS99,Ensemble du Québec,7062,1,92561,9,7063,92570,1.0782194354,0.0007415782000000001,0.12230155279999999,7057.0,4.0,91599.0,63.0,9643.0
2021-01-11,Région,RSS99,Ensemble du Québec,7346,1,99907,10,7347,99917,1.1639953175,0.0008357469,0.13102392529999998,7287.0,8.0,98886.0,71.0,9370.0
2021-01-12,Région,RSS99,Ensemble du Québec,7981,4,107888,14,7985,107902,1.257775536,0.0009416866,0.1379688643,7967.0,9.0,106853.0,80.0,9054.0
2021-01-13,Région,RSS99,Ensemble du Québec,9149,5,117037,19,9154,117056,1.3656221989,0.0010358553,0.1462557068,9162.0,8.0,116015.0,88.0,9009.0
