No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,743,0,20742,3582.10,0.00
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,1381,n.d.,34840,3963.83,n.d.
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,431,n.d.,19055.5,2261.81,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,224,n.d.,8507,2633.13,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,976,71,57728,1690.69,122.78
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,225,10,17948.5,1253.59,55.81
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,297,8,20658.5,1437.66,38.85
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,426,35,17455,2440.56,201.20
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),4703,132,196934.5,2388.10,67.07
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,840,24,31025,2707.49,77.49
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1202,50,25019.5,4804.25,200.20
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2878,15,52281,5504.87,28.70
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2626,51,67384,3897.07,75.72
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,3332,48,79237.5,4205.08,60.55
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,834,7,22558,3697.14,31.05
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),11724,196,277505,4224.79,70.66
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,2223,32,55121,4032.95,57.82
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,15987,243,321832.5,4967.49,75.31
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,17203,345,352784,4876.35,97.42
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,717,6,28065.5,2554.74,21.42
03,03 - Capitale-Nationale,,Total (incluant inconnus),36417,632,757803,4805.60,83.14
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,503,16,15002,3352.89,106.78
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,605,18,25591.5,2364.07,70.25
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,864,45,22969.5,3761.51,195.84
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1851,36,64680,2861.78,55.63
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,5201,280,143710,3619.09,194.45
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,1411,103,44674,3158.44,230.28
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,4716,85,108252,4356.50,78.25
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,4296,239,98452.5,4363.53,242.24
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),19534,823,523331.5,3732.62,156.96
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,1535,50,56363,2723.42,88.34
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,4479,152,106352,4211.49,142.26
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,1744,214,52727.5,3307.57,404.22
05,05 - Estrie,0514,0514 - RLS de Coaticook,851,65,18758.5,4536.61,346.19
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,7540,612,170859,4413.00,356.55
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,1145,73,31559.5,3628.07,230.80
