date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0061530131,0.0,0.0022048297,120.0,0.0,120.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,378,0,0,521,0,0,378,521,0.0249197032,0.0,0.0053838865,366.0,0.0,486.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,311,0,0,832,0,0,311,832,0.041225188,0.0,0.0067683144,318.0,0.0,804.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,297,0,0,1129,0,0,297,1129,0.0569153715,0.0,0.0076399913,306.0,0.0,1110.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,143,0,0,1272,0,0,143,1272,0.0651706641,0.0,0.0087167686,161.0,0.0,1271.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,83,0,0,1355,0,0,83,1355,0.0697854239,0.0,0.0093320699,90.0,0.0,1361.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1435,0,0,80,1435,0.0742976336,0.0,0.0099473712,88.0,0.0,1449.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,321,0,0,1756,0,0,321,1756,0.0902441926,0.0,0.0133315284,311.0,0.0,1760.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,574,0,0,2330,0,0,574,2330,0.1163944984,0.0,0.021535546,510.0,0.0,2270.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,0,2806,0,0,476,2806,0.1406476251,0.0,0.024355677,473.0,0.0,2743.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,189,0,0,2995,0,0,189,2995,0.1506462715,0.0,0.02579138,195.0,0.0,2938.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2995,0,0,0,2995,0.1512615728,0.0,0.02579138,12.0,0.0,2950.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,218,0,0,3213,0,0,218,3213,0.1627984724,0.0,0.0278936595,225.0,0.0,3175.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,198,0,0,3411,0,0,198,3411,0.1739764463,0.0,0.0289704368,218.0,0.0,3393.0,0.0,
