group,1d,2d,3d,pop 2021
0-4,254,58,8,428991
5-11,423133,274386,159,650347
12-17,528084,497160,27937,529446
18-29,1107030,1042611,377102,1216440
30-39,1015419,970346,448050,1118629
40-49,1023830,995141,582480,1115327
50-59,1077970,1048754,735623,1155183
60-69,1113913,1100169,941403,1168854
70-79,752882,750726,691883,783129
80 plus,400118,399484,369594,425520
Total 5+,7442379,7078777,4174231,8162875
Total,7442633,7078835,4174239,8591866
