date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,299,0,0,0,299,0,0,0,299,299,0.0027050835,0.0,0.0004855278,234.0,0.0,234.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1183,0,0,0,1482,0,0,0,1183,1482,0.0155600101,0.0,0.0015721853,1112.0,0.0,1346.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,956,0,0,0,2438,0,0,0,956,2438,0.0268543116,0.0,0.0023698381,977.0,0.0,2323.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,908,0,0,0,3346,0,0,0,908,3346,0.0376515251,0.0,0.0030403289,934.0,0.0,3257.0,0.0,701.0
2020-12-18,Région,RSS99,Ensemble du Québec,732,0,0,0,4078,0,0,0,732,4078,0.046541308,0.0,0.0040113845,769.0,0.0,4026.0,0.0,732.0
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4796,0,0,0,718,4796,0.0549224427,0.0,0.0047396762,725.0,0.0,4751.0,0.0,852.0
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4910,0,0,0,114,4910,0.0564137067,0.0,0.004913079,129.0,0.0,4880.0,0.0,1252.0
2020-12-21,Région,RSS99,Ensemble du Québec,510,0,0,0,5420,0,0,0,510,5420,0.0621937996,0.0,0.0058725744,500.0,0.0,5380.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,0,0,7445,0,0,0,2025,7445,0.0829443331,0.0,0.0092250283,1795.0,0.0,7175.0,0.0,1450.0
2020-12-23,Région,RSS99,Ensemble du Québec,3760,0,0,0,11205,0,0,0,3760,11205,0.1253008538,0.0,0.01368726,3664.0,0.0,10839.0,0.0,1795.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,0,0,14230,0,0,0,3025,14230,0.1589756751,0.0,0.016427024,2913.0,0.0,13752.0,0.0,2105.0
