group,1d,2d,3d,pop 2021
0-4,245,54,9,428991
5-11,431286,320651,318,650347
12-17,530765,504642,83067,529446
18-29,1111430,1051632,420176,1216440
30-39,1019418,979057,488999,1118629
40-49,1026503,1001301,627078,1115327
50-59,1079729,1053926,779718,1155183
60-69,1115288,1104092,982348,1168854
70-79,753778,752885,714669,783129
80 plus,400598,401000,385531,425520
Total 5+,7468795,7169186,4481904,8162875
Total,7469040,7169240,4481913,8591866
