Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;66;1063;791,8;6470;4819,5;8;n.p.;395;294,2
Anjou;14;329;768,8;2075;4848,6;< 5;n.p.;58;135,5
Baie D'urfé;0;5;n.p.;61;1595,6;0;;< 5;n.p.
Beaconsfield;< 5;35;* 181,1;276;1428,3;0;;11;* 56,9
Côte-des-Neiges–Notre-Dame-de-Grâce;48;1093;656,4;7239;4347,2;9;n.p.;318;191
Côte-Saint-Luc;12;205;631,8;1765;5439,5;< 5;n.p.;97;298,9
Dollard-des-Ormeaux;25;284;580,8;1641;3355,9;< 5;n.p.;103;210,6
Dorval;< 5;43;226,6;520;2739,7;0;;66;347,7
Hampstead;< 5;52;745,7;248;3556,6;0;;< 5;n.p.
Kirkland;< 5;74;367,2;446;2213,3;0;;30;* 148,9
Lachine;9;230;517;1962;4410,1;< 5;n.p.;154;346,2
LaSalle;47;545;709,1;3553;4623,1;7;n.p.;201;261,5
L'Île-Bizard–Sainte-Geneviève;< 5;116;630;667;3622,4;7;n.p.;65;353
Mercier–Hochelaga-Maisonneuve;78;812;597;5688;4181,6;8;n.p.;400;294,1
Montréal Est;< 5;36;* 935,1;168;4363,6;0;;5;n.p.
Montréal-Nord;47;819;972,3;6159;7311,8;13;*15,4;284;337,2
Montréal-Ouest;< 5;26;* 514,9;102;2019,8;0;;< 5;n.p.
Mont-Royal;< 5;84;414,3;776;3827,2;0;;91;448,8
Outremont;< 5;95;396,6;903;3769,7;< 5;n.p.;17;* 71
Pierrefonds–Roxboro;18;423;610,4;2450;3535,5;< 5;n.p.;69;99,6
Plateau Mont-Royal;18;413;397,1;2948;2834,6;< 5;n.p.;140;134,6
Pointe-Claire;5;93;296,4;707;2253;6;n.p.;45;143,4
Rivière-des-Prairies–Pointe-aux-Trembles;40;840;786,9;5748;5384,9;11;*10,3;275;257,6
Rosemont–La Petite Patrie;54;676;484,3;4830;3460,1;5;n.p.;278;199,2
Sainte-Anne-de-Bellevue;0;13;* 262,2;92;1855,6;< 5;n.p.;12;* 242
Saint-Laurent;28;707;715,4;4440;4492,7;< 5;n.p.;117;118,4
Saint-Léonard;62;835;1066,3;4655;5944,7;13;*16,6;80;102,2
Senneville;0;< 5;n.p.;20;* 2171,6;0;;0;
Sud-Ouest;27;343;438,9;2637;3374,2;< 5;n.p.;191;244,4
Verdun;13;238;343,8;2078;3001,6;< 5;n.p.;178;257,1
Ville-Marie;23;457;512,5;3117;3495,6;< 5;n.p.;98;109,9
Villeray–Saint-Michel–Parc-Extension;51;1039;722,3;6846;4759;< 5;n.p.;143;99,4
Westmount;< 5;49;241,2;501;2466,5;0;;52;256
Territoire à confirmer;23;273;;1422;;< 5;;21;
Total à Montréal;727;12346;597,7;83210;4028,3;123;6;4001;193,7
