No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,148,14,20704,      714.84,       67.62
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,254,20,34880,      728.21,       57.34
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,80,n.d.,18994,      421.19,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,28,n.d.,8485,      329.99,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,565,42,57826,      977.07,       72.63
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,74,n.d.,17919,      412.97,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,205,0,20591,      995.58,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,46,n.d.,17396,      264.43,n.d.
01,01 - Bas-Saint-Laurent,,Total,1408,88,196795,      715.47,       44.72
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,265,33,30972,      855.61,      106.55
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,592,109,24975,     2370.37,      436.44
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2287,54,52264,     4375.86,      103.32
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,1954,121,67351,     2901.22,      179.66
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2726,94,79274,     3438.71,      118.58
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,600,28,22542,     2661.70,      124.21
02,02 - Saguenay–Lac-Saint-Jean,,Total,8438,444,277378,     3042.06,      160.07
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1278,134,55347,     2309.07,      242.11
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,9165,931,322649,     2840.55,      288.55
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,8765,644,354139,     2475.02,      181.85
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,493,30,28012,     1759.96,      107.10
03,03 - Capitale-Nationale,,Total,19884,1754,760147,     2615.81,      230.74
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,245,48,14984,     1635.08,      320.34
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,365,12,25621,     1424.61,       46.84
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,494,22,22978,     2149.88,       95.74
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1243,50,64719,     1920.61,       77.26
