group,1d,2d,pop 2021
0-11,517,115,1079338
12-17,494146,445810,529446
18-29,1031055,937192,1216440
30-39,954401,885947,1118629
40-49,985810,939539,1115327
50-59,1051080,1009598,1155183
60-69,1097211,1077096,1168854
70-79,745283,738870,783129
80 plus,396562,387700,425520
Total 12+,6755548,6421752,7512528
Total,6756065,6421867,8591866
