Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;n.d.;215;160,2;3134;2334,5;0;;372;277,1
Anjou;n.d.;80;186,9;939;2194,1;< 5;n.p.;48;112,2
Baie D'urfé;n.d.;< 5;n.p.;36;* 941,7;0;;< 5;n.p.
Beaconsfield;n.d.;13;* 67,3;96;496,8;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;n.d.;426;255,8;3281;1970,3;< 5;n.p.;274;164,5
Côte-Saint-Luc;n.d.;118;363,7;818;2521;< 5;n.p.;63;194,2
Dollard-des-Ormeaux;n.d.;77;157,5;651;1331,3;0;;87;177,9
Dorval;n.d.;19;* 100,1;298;1570,1;0;;61;321,4
Hampstead;n.d.;30;* 430,2;118;1692,2;0;;< 5;n.p.
Kirkland;n.d.;33;* 163,8;184;913,1;0;;26;* 129
Lachine;n.d.;56;125,9;813;1827,4;0;;108;242,8
LaSalle;n.d.;112;145,7;1609;2093,6;0;;183;238,1
L'Île-Bizard–Sainte-Geneviève;n.d.;20;* 108,6;276;1498,9;0;;49;266,1
Mercier–Hochelaga-Maisonneuve;n.d.;198;145,6;3138;2306,9;< 5;n.p.;387;284,5
Montréal Est;n.d.;5;n.p.;58;1506,5;0;;< 5;n.p.
Montréal-Nord;n.d.;237;281,4;3323;3945;0;;252;299,2
Montréal-Ouest;n.d.;5;n.p.;41;811,9;0;;< 5;n.p.
Mont-Royal;n.d.;40;197,3;436;2150,3;0;;90;443,9
Outremont;n.d.;47;196,2;541;2258,5;< 5;n.p.;11;* 45,9
Pierrefonds–Roxboro;n.d.;102;147,2;806;1163,1;0;;37;53,4
Plateau Mont-Royal;n.d.;129;124;1618;1555,8;< 5;n.p.;132;126,9
Pointe-Claire;n.d.;27;* 86;277;882,7;0;;33;* 105,2
Rivière-des-Prairies–Pointe-aux-Trembles;n.d.;201;188,3;2816;2638,1;< 5;n.p.;251;235,1
Rosemont–La Petite Patrie;n.d.;208;149;2351;1684,2;< 5;n.p.;242;173,4
Sainte-Anne-de-Bellevue;n.d.;5;n.p.;26;* 524,4;0;;< 5;n.p.
Saint-Laurent;n.d.;279;282,3;1718;1738,4;< 5;n.p.;103;104,2
Saint-Léonard;n.d.;179;228,6;1646;2102;0;;52;66,4
Senneville;n.d.;< 5;n.p.;< 5;n.p.;0;;0;
Sud-Ouest;n.d.;119;152,3;1401;1792,7;0;;183;234,2
Verdun;n.d.;82;118,4;1249;1804,2;0;;165;238,3
Ville-Marie;n.d.;171;191,8;1670;1872,8;< 5;n.p.;83;93,1
Villeray–Saint-Michel–Parc-Extension;n.d.;350;243,3;3179;2209,9;0;;129;89,7
Westmount;n.d.;16;* 78,8;258;1270,2;0;;36;* 177,2
Territoire à confirmer;n.d.;105;;904;;0;;37;
Total à Montréal;316;3707;179,5;39712;1922,5;18;*0,9;3516;170,2
