Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;31;56;41,7;10590;7888,6;0;;480;357,6
Anjou;< 5;7;n.p.;3540;8271,8;0;;78;182,3
Baie D'urfé;0;0;;95;2485;0;;< 5;n.p.
Beaconsfield;< 5;< 5;n.p.;489;2530,5;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;7;25;* 15;11934;7166,7;0;;368;221
Côte-Saint-Luc;0;0;;2819;8687,7;0;;118;363,7
Dollard-des-Ormeaux;< 5;11;* 22,5;2831;5789,5;< 5;n.p.;125;255,6
Dorval;< 5;< 5;n.p.;818;4309,8;0;;68;358,3
Hampstead;0;0;;396;5679;0;;6;n.p.
Kirkland;< 5;5;n.p.;775;3846;0;;33;* 163,8
Lachine;< 5;5;n.p.;2961;6655,6;0;;170;382,1
LaSalle;8;12;* 15,6;5682;7393,3;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;< 5;n.p.;1078;5854,6;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;26;36;26,5;8841;6499,6;0;;446;327,9
Montréal Est;< 5;< 5;n.p.;275;7142,9;0;;9;* 233,8
Montréal-Nord;6;18;* 21,4;9126;10834,1;0;;336;398,9
Montréal-Ouest;0;0;;190;3762,4;0;;< 5;n.p.
Mont-Royal;< 5;< 5;n.p.;1121;5528,7;0;;93;458,7
Outremont;< 5;< 5;n.p.;1273;5314,4;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;9;* 13;4265;6154,7;0;;84;121,2
Plateau Mont-Royal;10;22;* 21,2;4765;4581,7;0;;172;165,4
Pointe-Claire;< 5;< 5;n.p.;1081;3444,9;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;11;20;* 18,7;9024;8454;0;;314;294,2
Rosemont–La Petite Patrie;22;34;* 24,4;7096;5083,5;0;;324;232,1
Sainte-Anne-de-Bellevue;0;0;;141;2843,9;0;;12;* 242
Saint-Laurent;9;24;* 24,3;8377;8476,3;0;;155;156,8
Saint-Léonard;6;18;* 23;7808;9971,3;0;;144;183,9
Senneville;0;0;;23;* 2497,3;0;;0;
Sud-Ouest;7;10;* 12,8;3983;5096,5;0;;206;263,6
Verdun;7;10;* 14,4;3176;4587,7;< 5;n.p.;198;286
Ville-Marie;7;13;* 14,6;4915;5511,9;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;17;24;* 16,7;11273;7836,5;< 5;n.p.;197;136,9
Westmount;< 5;< 5;n.p.;739;3638,2;0;;58;285,5
Territoire à confirmer;7;20;;1886;;0;;25;
Total à Montréal;203;393;19;133386;6457,3;< 5;n.p.;4772;231
