group,1d,2d,3d,pop 2021
0-4,27665,9636,28,428991
5-11,440040,336605,25076,650347
12-17,532617,510007,117030,529446
18-29,1117410,1058533,450239,1216440
30-39,1025227,985170,518177,1118629
40-49,1030143,1005782,655566,1115327
50-59,1082407,1056952,804536,1155183
60-69,1118419,1106468,1002324,1168854
70-79,755661,754242,726040,783129
80 plus,401290,401727,391748,425520
Total 5+,7503214,7215486,4690736,8162875
Total,7530879,7225122,4690764,8591866
