group,1d,2d,3d,pop 2021
0-4,21813,5728,13,428991
5-11,438541,334091,12549,650347
12-17,532361,509512,108228,529446
18-29,1116002,1057465,444447,1216440
30-39,1023823,984173,511947,1118629
40-49,1029326,1005200,650022,1115327
50-59,1081850,1056540,799394,1155183
60-69,1117765,1106032,998332,1168854
70-79,755295,754015,724222,783129
80 plus,401154,401630,390848,425520
Total 5+,7496117,7208658,4639989,8162875
Total,7517930,7214386,4640002,8591866
