Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-13;4578079;4127768
2021-05-12;4578079;4017649
2021-05-11;4578079;3922464
2021-05-10;4532449;3847645
2021-05-09;4119439;3785462
2021-05-08;4119439;3722492
2021-05-07;4119439;3646404
