CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;45;631;168,7;19543;5223,8;5;n.p.;877;234,4
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;39;515;136,6;22545;5978,1;6;n.p.;736;195,2
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;25;384;117,2;14006;4276,1;< 5;n.p.;640;195,4
CIUSSS du Nord-de-l'Île-de-Montréal ;61;946;210,3;31912;7093,2;< 5;n.p.;1087;241,6
CIUSSS de l'Est-de-l'Île-de-Montréal ;64;758;141,2;38268;7126,6;< 5;n.p.;1334;248,4
Territoire à confirmer;< 5;45;;2152;;0;;26;
Total à Montréal;238;3279;158,7;128426;6217,2;20;* 1;4700;227,5
