Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;7;144;107,3;20208;15053,1;< 5;n.p.;528;393,3
Anjou;< 5;39;91,1;6914;16155,7;0;;84;196,3
Baie D'urfé;< 5;9;n.p.;299;7821,1;0;;< 5;n.p.
Beaconsfield;< 5;22;* 113,8;1564;8093,6;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;14;199;119,5;24092;14467,9;< 5;n.p.;407;244,4
Côte-Saint-Luc;< 5;50;154,1;5391;16614,3;0;;129;397,6
Dollard-des-Ormeaux;< 5;74;151,3;6199;12677,2;0;;131;267,9
Dorval;< 5;24;* 126,4;2101;11069,5;0;;70;368,8
Hampstead;< 5;27;* 387,2;1083;15531,3;0;;6;n.p.
Kirkland;< 5;33;* 163,8;1954;9696,8;0;;40;198,5
Lachine;< 5;46;103,4;6325;14217;0;;189;424,8
LaSalle;< 5;78;101,5;11173;14538,1;< 5;n.p.;260;338,3
L'Île-Bizard–Sainte-Geneviève;0;27;* 146,6;2397;13018;0;;79;429
Mercier–Hochelaga-Maisonneuve;-9;177;130,1;19528;14356,3;< 5;n.p.;500;367,6
Montréal Est;< 5;12;* 311,7;663;17220,8;0;;11;* 285,7
Montréal-Nord;< 5;74;87,9;15332;18201,7;< 5;n.p.;387;459,4
Montréal-Ouest;< 5;10;* 198;564;11168,3;0;;< 5;n.p.
Mont-Royal;< 5;33;* 162,8;2601;12828;0;;95;468,5
Outremont;< 5;31;* 129,4;2846;11881,1;< 5;n.p.;31;* 129,4
Pierrefonds–Roxboro;5;68;98,1;9009;13000,6;< 5;n.p.;103;148,6
Plateau Mont-Royal;5;120;115,4;12569;12085,6;< 5;n.p.;194;186,5
Pointe-Claire;< 5;41;130,7;2869;9142,8;< 5;n.p.;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;7;134;125,5;17837;16710,2;0;;352;329,8
Rosemont–La Petite Patrie;14;175;125,4;17794;12747,3;0;;352;252,2
Sainte-Anne-de-Bellevue;0;12;* 242;454;9156,9;0;;14;* 282,4
Saint-Laurent;8;129;130,5;14836;15011,9;0;;171;173
Saint-Léonard;5;72;91,9;14425;18421,6;0;;167;213,3
Senneville;0;< 5;n.p.;86;9337,7;0;;0;
Sud-Ouest;< 5;111;142;9796;12534,7;0;;228;291,7
Verdun;< 5;93;134,3;7645;11043,1;0;;211;304,8
Ville-Marie;7;161;180,6;11973;13427,2;< 5;n.p.;152;170,5
Villeray–Saint-Michel–Parc-Extension;7;148;102,9;21921;15238,5;< 5;n.p.;244;169,6
Westmount;< 5;48;236,3;1997;9831,6;0;;64;315,1
Territoire à confirmer;-9;94;;7459;;0;;31;
Total à Montréal;98;2517;121,8;281905;13647,2;15;*0,7;5328;257,9
