date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0058731542,0.0,0.002144978,115.0,0.0,115.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,377,0,0,520,0,0,377,520,0.0241054675,0.0,0.0050560197,357.0,0.0,472.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,311,0,0,831,0,0,311,831,0.0403460156,0.0,0.0064349341,318.0,0.0,790.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,296,0,0,1127,0,0,296,1127,0.0559226419,0.0,0.0073031395,305.0,0.0,1095.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,143,0,0,1270,0,0,143,1270,0.0641450577,0.0,0.0083756286,161.0,0.0,1256.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,84,0,0,1354,0,0,84,1354,0.0687925101,0.0,0.0089884794,91.0,0.0,1347.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1434,0,0,80,1434,0.0732867499,0.0,0.0096013303,88.0,0.0,1435.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,320,0,0,1754,0,0,320,1754,0.0890165889,0.0,0.0129209392,308.0,0.0,1743.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,576,0,0,2330,0,0,576,2330,0.1141945454,0.0,0.0206837169,493.0,0.0,2236.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,478,0,0,2808,0,0,478,2808,0.1379935875,0.0,0.0233904749,466.0,0.0,2702.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,187,0,0,2995,0,0,187,2995,0.1476970596,0.0,0.0248204602,190.0,0.0,2892.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2995,0,0,0,2995,0.1483099105,0.0,0.0248204602,12.0,0.0,2904.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,220,0,0,3215,0,0,220,3215,0.1599030061,0.0,0.0269143674,227.0,0.0,3131.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,200,0,0,3415,0,0,200,3415,0.1711386054,0.0,0.0280379273,220.0,0.0,3351.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,586,0,0,4001,0,0,586,4001,0.2028536379,0.0,0.0328385924,621.0,0.0,3972.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,550,0,0,4551,0,0,550,4551,0.2335983232,0.0,0.0362092722,602.0,0.0,4574.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,563,0,0,5114,0,0,563,5114,0.2645472922,0.0,0.0408567247,606.0,0.0,5180.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,38,0,0,5152,0,0,38,5152,0.2677647592,0.0,0.0410099374,63.0,0.0,5243.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,5158,0,0,6,5158,0.26950117,0.0,0.0411120792,34.0,0.0,5277.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,15,0,0,5173,0,0,15,5173,0.2713397226,0.0,0.0411631501,36.0,0.0,5313.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,15,0,0,5188,0,0,15,5188,0.2737400552,0.0,0.0411631501,47.0,0.0,5360.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,575,0,0,5763,0,0,575,5763,0.3030036843,0.0,0.0495387786,573.0,0.0,5933.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1897,0,0,7660,0,0,1897,7660,0.3965655837,0.0001532127,0.0725717572,1832.0,3.0,7765.0,3.0,
2021-01-06,Région,RSS06,06 - Montréal,2735,1,0,10395,1,0,2736,10396,0.5290945843,0.0005107091,0.1004054009,2595.0,7.0,10360.0,10.0,
2021-01-07,Région,RSS06,06 - Montréal,4125,0,0,14520,1,0,4125,14521,0.7204572685,0.0008682054,0.150199534,3747.0,7.0,14107.0,17.0,
2021-01-08,Région,RSS06,06 - Montréal,3795,1,0,18315,2,0,3796,18317,0.9020654096,0.0014299854,0.1922308895,3556.0,11.0,17663.0,28.0,
2021-01-09,Région,RSS06,06 - Montréal,2049,0,0,20364,2,0,2049,20366,1.0030836613,0.0018385526,0.211484621,1978.0,8.0,19641.0,36.0,
2021-01-10,Région,RSS06,06 - Montréal,1415,1,0,21779,3,0,1416,21782,1.0755022058,0.0020428362,0.2242012766,1418.0,4.0,21059.0,40.0,
2021-01-11,Région,RSS06,06 - Montréal,1616,1,0,23395,4,0,1617,23399,1.1579306478,0.0026556871,0.2394204065,1614.0,12.0,22673.0,52.0,
2021-01-12,Région,RSS06,06 - Montréal,1117,2,0,24512,6,0,1119,24518,1.2195221602,0.0032174671,0.2450892771,1206.0,11.0,23879.0,63.0,
2021-01-13,Région,RSS06,06 - Montréal,1311,0,0,25823,6,0,1311,25829,1.2919407046,0.0038303179,0.2505027931,1418.0,12.0,25297.0,75.0,
2021-01-14,Région,RSS06,06 - Montréal,1904,1,0,27727,7,0,1905,27734,1.394235729,0.0044431688,0.2621469596,2003.0,12.0,27300.0,87.0,
2021-01-15,Région,RSS06,06 - Montréal,1813,1,0,29540,8,0,1814,29548,1.4914236628,0.0052092324,0.2699097373,1903.0,15.0,29203.0,102.0,
2021-01-16,Région,RSS06,06 - Montréal,1139,3,0,30679,11,0,1142,30690,1.5516362608,0.0057710124,0.2761403878,1179.0,11.0,30382.0,113.0,
