"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-03-31;23074695;18669587
2022-03-30;23074695;18648689
2022-03-29;23074695;18631429
2022-03-28;23074695;18622199
2022-03-27;23074695;18617821
2022-03-26;23074695;18612905
2022-03-25;23074695;18600289
