No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1570,84,20859.333333,7526.61,403.42
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,3260,184,35045.666667,9302.15,522.62
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1383,109,19215,7197.50,568.95
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,554,21,8566.3333333,6467.18,246.19
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,3670,358,57767,6353.11,618.26
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1169,101,17995,6496.25,563.71
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1119,94,20715.666667,5401.71,455.69
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1262,109,17574.333333,7180.93,622.96
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),13990,1061,197738.33333,7075.01,536.77
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2129,108,31025.333333,6862.13,349.13
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2101,122,25032.333333,8393.14,489.33
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,4907,169,52510,9344.89,321.65
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,5596,192,67904,8241.05,282.94
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,6628,243,79539,8333.02,304.75
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1744,68,22589.333333,7720.46,300.99
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),23475,923,278600,8426.06,331.30
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,4619,305,55481.666667,8325.27,545.71
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,30592,1245,323240,9464.18,382.05
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,33623,1394,354000,9498.02,391.12
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,2056,113,28382,7244.03,397.90
03,03 - Capitale-Nationale,,Total (incluant inconnus),71678,3100,761103.66667,9417.64,404.39
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,1567,114,15084,10388.49,755.72
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,1662,118,25787,6445.11,456.76
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,1862,82,22901,8130.65,358.22
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,4767,306,65575.666667,7269.46,464.04
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,13168,628,145489,9050.86,429.20
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,3901,174,45106,8648.52,383.82
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,8969,253,108908.66667,8235.34,230.79
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,11250,246,98815.333333,11384.87,247.84
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),47351,1931,527666.66667,8973.66,364.14
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,3047,81,57842,5267.80,138.22
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,7668,185,108135.33333,7091.11,168.82
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,3783,76,53546.333333,7064.91,140.49
05,05 - Estrie,0514,0514 - RLS de Coaticook,1508,27,18951.333333,7957.22,141.71
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,15393,471,172853,8905.25,268.97
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,2259,60,31930.333333,7074.78,186.69
05,05 - Estrie,0517,0517 - RLS d'Asbestos,1930,17,14436.666667,13368.74,117.45
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,1728,30,23079,7487.33,129.10
05,05 - Estrie,0519,0519 - RLS du Granit,3637,8,21632,16813.05,36.90
05,05 - Estrie,,Total (incluant inconnus),40997,955,502406,8160.13,188.00
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,23413,466,225064.66667,10402.79,206.92
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,19272,361,148454,12981.80,242.46
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,15053,352,130942.66667,11495.87,267.35
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,31298,517,245354.66667,12756.23,208.75
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,18024,260,166358.66667,10834.42,155.86
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,18238,304,160840.33333,11339.20,186.85
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,22969,296,162591,14126.86,179.98
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,26939,456,171685.66667,15690.88,265.23
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,14334,224,114860.33333,12479.50,194.60
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,23665,296,138146.33333,17130.39,213.70
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,31581,454,209253,15092.26,216.02
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,23833,417,188116,12669.31,221.37
06,06 - Montréal,,Total (incluant inconnus),278311,4508,2061667.3333,13499.32,217.62
07,07 - Outaouais,0711,0711 - RLS du Pontiac,1156,64,20219.666667,5717.21,315.05
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,1492,74,20714.333333,7202.74,356.37
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,2724,68,39670.333333,6866.59,169.47
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,24657,462,266422,9254.87,171.38
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,4616,161,58352.333333,7910.57,273.08
07,07 - Outaouais,,Total (incluant inconnus),34785,838,405378.66667,8580.87,204.52
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,712,77,20550.666667,3464.61,374.40
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,1289,84,24771.666667,5203.53,339.42
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,1729,135,43076,4013.84,313.24
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,2462,121,43711,5632.45,276.34
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,882,92,15767,5593.96,584.39
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),7102,509,147876.33333,4802.66,344.06
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,163,19,3274.3333333,4978.11,576.63
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,2120,241,40371,5251.29,601.10
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,332,26,7338.3333333,4524.19,355.92
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,1659,258,27446.333333,6044.52,942.71
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,215,31,6413,3352.57,485.13
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,302,18,4587,6583.82,395.34
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,33,n.d.,652.33333333,5058.76,n.d.
09,09 - Côte-Nord,,Total (incluant inconnus),4906,605,90082.333333,5446.13,674.71
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,959,26,13383.666667,7165.45,195.43
10,10 - Nord-du-Québec,,Total (incluant inconnus),959,26,13383.666667,7165.45,195.43
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,2006,92,32540,6164.72,281.92
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,655,57,10632.666667,6160.26,538.80
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,899,34,18772,4789.05,180.49
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,1131,36,15978,7078.48,226.40
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,323,58,12860.666667,2511.53,448.05
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),5077,279,90783.333333,5592.44,306.94
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,25858,1116,261353,9893.90,423.99
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,6630,119,43101.333333,15382.35,275.44
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,13442,311,73396,18314.35,422.72
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,2199,58,16575.666667,13266.43,349.61
