Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-03-17;1050355;832469
2021-03-16;1050355;806244
2021-03-15;1050355;776513
2021-03-14;948565;746385
2021-03-13;948565;718274
2021-03-12;948565;684657
2021-03-11;948565;650490
