group,1d,2d,3d,pop 2021
0-4,254,54,6,428991
5-11,393388,12369,7,650347
12-17,523424,479648,3485,529446
18-29,1092111,1021786,150700,1216440
30-39,1003810,953322,211719,1118629
40-49,1016771,984016,324649,1115327
50-59,1072620,1040841,473172,1155183
60-69,1110218,1095428,737541,1168854
70-79,751154,748799,610080,783129
80 plus,399332,398407,333438,425520
Total 5+,7362828,6734616,2844791,8162875
Total,7363082,6734670,2844797,8591866
