Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;34;438;326,3;21378;15924,6;< 5;n.p.;531;395,5
Anjou;8;106;247,7;7211;16849,7;< 5;n.p.;87;203,3
Baie D'urfé;< 5;16;* 418,5;339;8867,4;0;;< 5;n.p.
Beaconsfield;6;88;455,4;1783;9226,9;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;38;546;327,9;25509;15318,9;0;;414;248,6
Côte-Saint-Luc;15;178;548,6;5878;18115,1;0;;130;400,6
Dollard-des-Ormeaux;5;151;308,8;6643;13585,1;< 5;n.p.;132;269,9
Dorval;5;46;242,4;2278;12002,1;0;;70;368,8
Hampstead;< 5;54;774,4;1302;18672;< 5;n.p.;7;n.p.
Kirkland;< 5;88;436,7;2180;10818,3;0;;40;198,5
Lachine;10;153;343,9;6745;15161,1;0;;192;431,6
LaSalle;33;255;331,8;11819;15378,7;< 5;n.p.;261;339,6
L'Île-Bizard–Sainte-Geneviève;5;57;309,6;2563;13919,5;< 5;n.p.;80;434,5
Mercier–Hochelaga-Maisonneuve;28;456;335,2;20791;15284,8;< 5;n.p.;509;374,2
Montréal Est;< 5;45;1168,8;729;18935,1;0;;11;* 285,7
Montréal-Nord;22;227;269,5;15845;18810,7;< 5;n.p.;392;465,4
Montréal-Ouest;< 5;22;* 435,6;629;12455,4;0;;< 5;n.p.
Mont-Royal;< 5;87;429,1;2866;14134,9;0;;95;468,5
Outremont;< 5;87;363,2;3127;13054,2;0;;31;* 129,4
Pierrefonds–Roxboro;13;178;256,9;9519;13736,5;0;;104;150,1
Plateau Mont-Royal;21;314;301,9;13655;13129,8;< 5;n.p.;199;191,3
Pointe-Claire;11;114;363,3;3175;10117,9;0;;66;210,3
Rivière-des-Prairies–Pointe-aux-Trembles;29;461;431,9;18786;17599,3;< 5;n.p.;357;334,4
Rosemont–La Petite Patrie;33;531;380,4;19265;13801,1;< 5;n.p.;360;257,9
Sainte-Anne-de-Bellevue;< 5;7;n.p.;514;10367,1;0;;15;* 302,5
Saint-Laurent;16;261;264,1;15539;15723,3;0;;173;175,1
Saint-Léonard;23;228;291,2;14941;19080,5;0;;169;215,8
Senneville;< 5;< 5;n.p.;94;10206,3;0;;0;
Sud-Ouest;19;246;314,8;10527;13470,1;< 5;n.p.;234;299,4
Verdun;14;249;359,7;8285;11967,5;< 5;n.p.;215;310,6
Ville-Marie;20;362;406;12990;14567,7;< 5;n.p.;157;176,1
Villeray–Saint-Michel–Parc-Extension;29;364;253;22964;15963,5;< 5;n.p.;249;173,1
Westmount;8;98;482,5;2379;11712,3;0;;65;320
Territoire à confirmer;9;280;;8281;;0;;31;
Total à Montréal;474;6796;329;300530;14548,9;27;*1,3;5408;261,8
