date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,294,0,294,0,294,294,0.0029671525,0.0,0.0005607216999999999,254.0,0.0,254.0,0.0,
2020-12-15,Région,RSS99,Ensemble du Québec,1173,0,1467,0,1173,1467,0.0161557947,0.0,0.0017522554,1129.0,0.0,1383.0,0.0,
2020-12-16,Région,RSS99,Ensemble du Québec,949,0,2416,0,949,2416,0.0274870462,0.0,0.0025466112,970.0,0.0,2353.0,0.0,
2020-12-17,Région,RSS99,Ensemble du Québec,910,0,3326,0,910,3326,0.038397756400000004,0.0,0.0032241499,934.0,0.0,3287.0,0.0,698.0
2020-12-18,Région,RSS99,Ensemble du Québec,727,0,4053,0,727,4053,0.0473108954,0.0,0.004205412899999999,763.0,0.0,4050.0,0.0,729.0
2020-12-19,Région,RSS99,Ensemble du Québec,720,0,4773,0,720,4773,0.0557918115,0.0,0.0049296785,726.0,0.0,4776.0,0.0,851.0
2020-12-20,Région,RSS99,Ensemble du Québec,115,0,4888,0,115,4888,0.05727538769999999,0.0,0.005104904,127.0,0.0,4903.0,0.0,1253.0
2020-12-21,Région,RSS99,Ensemble du Québec,511,0,5399,0,511,5399,0.0633031463,0.0,0.0061445756,516.0,0.0,5419.0,0.0,1555.0
2020-12-22,Région,RSS99,Ensemble du Québec,2025,0,7424,0,2025,7424,0.0858021054,0.0,0.0099177655,1926.0,0.0,7345.0,0.0,1451.0
2020-12-23,Région,RSS99,Ensemble du Québec,3761,0,11185,0,3761,11185,0.1295267182,0.0,0.0145904465,3743.0,0.0,11088.0,0.0,1796.0
2020-12-24,Région,RSS99,Ensemble du Québec,3025,0,14210,0,3025,14210,0.1641045578,0.0,0.0173940551,2960.0,0.0,14048.0,0.0,2106.0
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,14210,0,0,14210,0.1642447382,0.0,0.0173940551,12.0,0.0,14060.0,0.0,2392.0
2020-12-26,Région,RSS99,Ensemble du Québec,3132,0,17342,0,3132,17342,0.2004463345,0.0,0.0207934306,3099.0,0.0,17159.0,0.0,2441.0
2020-12-27,Région,RSS99,Ensemble du Québec,2285,0,19627,0,2285,19627,0.22732593210000002,0.0,0.023410132,2301.0,0.0,19460.0,0.0,2342.0
2020-12-28,Région,RSS99,Ensemble du Québec,2518,1,22145,1,2519,22146,0.2571726822,0.0,0.026832870800000002,2555.0,0.0,22015.0,0.0,1960.0
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,24509,1,2364,24510,0.2857461267,0.0,0.029601434300000003,2446.0,0.0,24461.0,0.0,1961.0
2020-12-30,Région,RSS99,Ensemble du Québec,3072,0,27581,1,3072,27582,0.3224850813,0.0,0.033386306,3145.0,0.0,27606.0,0.0,1604.0
2020-12-31,Région,RSS99,Ensemble du Québec,346,0,27927,1,346,27928,0.32712271719999997,0.0,0.0335381681,397.0,0.0,28003.0,0.0,1498.0
2021-01-01,Région,RSS99,Ensemble du Québec,8,0,27935,1,8,27936,0.3278820279,0.0,0.0335615315,65.0,0.0,28068.0,0.0,1533.0
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,28570,1,635,28571,0.3359774478,0.0,0.034344205600000004,693.0,0.0,28761.0,0.0,2049.0
2021-01-03,Région,RSS99,Ensemble du Québec,1542,0,30112,1,1542,30113,0.3547849889,0.0,0.0358394635,1610.0,0.0,30371.0,0.0,3147.0
2021-01-04,Région,RSS99,Ensemble du Québec,2762,0,32874,1,2762,32875,0.3875054378,1.16817e-05,0.0399864679,2801.0,1.0,33172.0,1.0,5066.0
2021-01-05,Région,RSS99,Ensemble du Québec,5974,1,38848,2,5975,38850,0.45593685149999996,0.00010513530000000001,0.0500560955,5858.0,8.0,39030.0,9.0,6981.0
2021-01-06,Région,RSS99,Ensemble du Québec,10757,1,49605,3,10758,49608,0.578419503,0.00035045110000000003,0.06320969259999999,10485.0,21.0,49515.0,30.0,8145.0
