CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;n.d.;370;98,9;23426;6261,7;< 5;n.p.;906;242,2
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;n.d.;496;131,5;26974;7152,5;0;;769;203,9
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;n.d.;412;125,8;17347;5296,1;< 5;n.p.;657;200,6
CIUSSS du Nord-de-l'Île-de-Montréal ;n.d.;490;108,9;38208;8492,6;< 5;n.p.;1127;250,5
CIUSSS de l'Est-de-l'Île-de-Montréal ;n.d.;907;168,9;46567;8672,1;< 5;n.p.;1372;255,5
Territoire à confirmer;n.d.;51;;2599;;0;;26;
Total à Montréal;211;2726;132;155121;7509,5;7;n.p.;4857;235,1
