CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;35;376;100,5;23461;6271;< 5;n.p.;906;242,2
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;32;490;129,9;27006;7161;0;;769;203,9
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;37;416;127;17384;5307,4;0;;657;200,6
CIUSSS du Nord-de-l'Île-de-Montréal ;48;514;114,2;38256;8503,3;< 5;n.p.;1127;250,5
CIUSSS de l'Est-de-l'Île-de-Montréal ;107;944;175,8;46674;8692;< 5;n.p.;1372;255,5
Territoire à confirmer;-4;45;;2595;;< 5;;28;
Total à Montréal;255;2785;134,8;155376;7521,9;8;n.p.;4859;235,2
