Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;8;314;233,9;21588;16081;< 5;n.p.;532;396,3
Anjou;< 5;95;222;7278;17006,3;0;;87;203,3
Baie D'urfé;< 5;16;* 418,5;352;9207,4;0;;< 5;n.p.
Beaconsfield;< 5;51;263,9;1820;9418,3;< 5;n.p.;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;15;423;254;25807;15497,8;0;;414;248,6
Côte-Saint-Luc;< 5;130;400,6;5967;18389,4;0;;130;400,6
Dollard-des-Ormeaux;6;105;214,7;6720;13742,6;< 5;n.p.;132;269,9
Dorval;< 5;49;258,2;2316;12202,3;0;;70;368,8
Hampstead;< 5;36;* 516,3;1333;19116,6;0;;7;n.p.
Kirkland;< 5;53;263;2219;11011,9;0;;40;198,5
Lachine;5;127;285,5;6831;15354,4;0;;192;431,6
LaSalle;6;193;251,1;11941;15537,5;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;52;282,4;2598;14109,6;< 5;n.p.;82;445,3
Mercier–Hochelaga-Maisonneuve;14;322;236,7;21007;15443,6;5;n.p.;512;376,4
Montréal Est;0;28;* 727,3;744;19324,7;0;;11;* 285,7
Montréal-Nord;8;157;186,4;15939;18922,3;< 5;n.p.;394;467,7
Montréal-Ouest;0;11;* 217,8;634;12554,5;0;;< 5;n.p.
Mont-Royal;5;63;310,7;2908;14342,1;0;;95;468,5
Outremont;< 5;48;200,4;3155;13171,1;0;;31;* 129,4
Pierrefonds–Roxboro;9;157;226,6;9635;13903,9;< 5;n.p.;105;151,5
Plateau Mont-Royal;6;235;226;13822;13290,4;0;;199;191,3
Pointe-Claire;< 5;78;248,6;3218;10254,9;< 5;n.p.;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;19;292;273,6;18975;17776,3;< 5;n.p.;358;335,4
Rosemont–La Petite Patrie;17;393;281,5;19529;13990,3;< 5;n.p.;361;258,6
Sainte-Anne-de-Bellevue;0;12;* 242;523;10548,6;< 5;n.p.;16;* 322,7
Saint-Laurent;< 5;199;201,4;15676;15861,9;0;;173;175,1
Saint-Léonard;6;189;241,4;15058;19229,9;< 5;n.p.;170;217,1
Senneville;0;< 5;n.p.;95;10314,9;0;;0;
Sud-Ouest;7;210;268,7;10682;13668,4;< 5;n.p.;235;300,7
Verdun;6;192;277,3;8409;12146,6;< 5;n.p.;216;312
Ville-Marie;8;325;364,5;13229;14835,7;< 5;n.p.;159;178,3
Villeray–Saint-Michel–Parc-Extension;9;290;201,6;23153;16094,9;< 5;n.p.;250;173,8
Westmount;-1;50;246,2;2415;11889,5;0;;65;320
Territoire à confirmer;6;174;;8406;;0;;31;
Total à Montréal;190;5072;245,5;303983;14716;25;*1,2;5429;262,8
