CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;34;294;78,6;20763;5549,9;0;;889;237,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;35;375;99,4;24072;6383;0;;761;201,8
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;43;335;102,3;15199;4640,3;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;53;555;123,4;34093;7578;0;;1105;245,6
CIUSSS de l'Est-de-l'Île-de-Montréal ;64;598;111,4;40496;7541,5;0;;1347;250,9
Territoire à confirmer;-2;89;;2337;;0;;26;
Total à Montréal;227;2246;108,7;136960;6630,3;0;;4775;231,2
