Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-28;3298629;3039512
2021-04-27;3298629;2970011
2021-04-26;3281079;2919569
2021-04-25;3066969;2873606
2021-04-24;3066969;2831697
2021-04-23;3066969;2767496
2021-04-22;3066969;2683627
