Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;23;288;214,5;9973;7429;0;;476;354,6
Anjou;< 5;87;203,3;3387;7914,3;< 5;n.p.;76;177,6
Baie D'urfé;0;6;n.p.;88;2301,9;0;;< 5;n.p.
Beaconsfield;0;21;* 108,7;444;2297,7;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;18;255;153,1;11408;6850,8;0;;358;215
Côte-Saint-Luc;6;59;181,8;2685;8274,8;0;;112;345,2
Dollard-des-Ormeaux;10;130;265,9;2680;5480,7;0;;120;245,4
Dorval;< 5;21;* 110,6;781;4114,9;0;;67;353
Hampstead;0;13;* 186,4;378;5420,9;0;;5;n.p.
Kirkland;< 5;36;* 178,7;702;3483,7;0;;33;* 163,8
Lachine;9;68;152,8;2874;6460;< 5;n.p.;170;382,1
LaSalle;13;244;317,5;5349;6960;0;;238;309,7
L'Île-Bizard–Sainte-Geneviève;< 5;29;* 157,5;1028;5583;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;19;161;118,4;8419;6189,3;< 5;n.p.;444;326,4
Montréal Est;< 5;6;n.p.;265;6883,1;0;;9;* 233,8
Montréal-Nord;14;214;254,1;8687;10312,9;< 5;n.p.;329;390,6
Montréal-Ouest;0;< 5;n.p.;167;3306,9;0;;< 5;n.p.
Mont-Royal;< 5;26;* 128,2;1101;5430,1;0;;93;458,7
Outremont;0;38;158,6;1239;5172,4;< 5;n.p.;25;* 104,4
Pierrefonds–Roxboro;6;195;281,4;4033;5819,9;< 5;n.p.;83;119,8
Plateau Mont-Royal;13;222;213,5;4463;4291,3;< 5;n.p.;172;165,4
Pointe-Claire;12;56;178,5;1043;3323,8;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;9;162;151,8;8667;8119,5;< 5;n.p.;313;293,2
Rosemont–La Petite Patrie;5;160;114,6;6808;4877,1;< 5;n.p.;321;230
Sainte-Anne-de-Bellevue;0;< 5;n.p.;132;2662,4;0;;12;* 242
Saint-Laurent;28;417;421,9;7902;7995,7;0;;151;152,8
Saint-Léonard;11;190;242,6;7511;9592;< 5;n.p.;135;172,4
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;13;114;145,9;3670;4696;< 5;n.p.;205;262,3
Verdun;< 5;43;62,1;3033;4381,1;< 5;n.p.;195;281,7
Ville-Marie;14;118;132,3;4523;5072,3;< 5;n.p.;118;132,3
Villeray–Saint-Michel–Parc-Extension;19;346;240,5;10525;7316,5;< 5;n.p.;192;133,5
Westmount;0;8;n.p.;695;3421,6;0;;58;285,5
Territoire à confirmer;< 5;35;;1850;;0;;25;
Total à Montréal;255;3770;182,5;126532;6125,5;24;*1,2;4687;226,9
