Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-04;3893539;3365575
2021-05-03;3843089;3309852
2021-05-02;3448799;3258850
2021-05-01;3448799;3220473
2021-04-30;3448799;3170247
2021-04-29;3421969;3106755
2021-04-28;3298629;3042596
