Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;17;314;233,9;10076;7505,7;0;;476;354,6
Anjou;0;73;170,6;3409;7965,7;< 5;n.p.;76;177,6
Baie D'urfé;0;6;n.p.;88;2301,9;0;;< 5;n.p.
Beaconsfield;< 5;18;* 93,1;448;2318,4;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;17;254;152,5;11497;6904,3;< 5;n.p.;361;216,8
Côte-Saint-Luc;8;62;191,1;2704;8333,3;0;;112;345,2
Dollard-des-Ormeaux;6;114;233,1;2702;5525,7;0;;120;245,4
Dorval;0;13;* 68,5;786;4141,2;0;;67;353
Hampstead;0;9;* 129,1;378;5420,9;0;;5;n.p.
Kirkland;5;46;228,3;717;3558,1;0;;33;* 163,8
Lachine;< 5;67;150,6;2898;6514;0;;169;379,9
LaSalle;-3;220;286,3;5403;7030,3;0;;238;309,7
L'Île-Bizard–Sainte-Geneviève;< 5;27;* 146,6;1043;5664,5;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;< 5;126;92,6;8452;6213,6;< 5;n.p.;445;327,1
Montréal Est;0;< 5;n.p.;266;6909,1;0;;9;* 233,8
Montréal-Nord;16;232;275,4;8774;10416,2;< 5;n.p.;329;390,6
Montréal-Ouest;0;< 5;n.p.;168;3326,7;0;;< 5;n.p.
Mont-Royal;< 5;19;* 93,7;1104;5444,9;0;;93;458,7
Outremont;< 5;33;* 137,8;1247;5205,8;< 5;n.p.;26;* 108,5
Pierrefonds–Roxboro;7;169;243,9;4066;5867,5;0;;83;119,8
Plateau Mont-Royal;< 5;153;147,1;4496;4323,1;0;;172;165,4
Pointe-Claire;0;59;188;1057;3368,4;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;18;156;146,1;8723;8172;< 5;n.p.;313;293,2
Rosemont–La Petite Patrie;11;133;95,3;6848;4905,8;0;;321;230
Sainte-Anne-de-Bellevue;0;< 5;n.p.;135;2722,9;0;;12;* 242
Saint-Laurent;7;362;366,3;7980;8074,6;0;;151;152,8
Saint-Léonard;8;141;180,1;7544;9634,1;< 5;n.p.;136;173,7
Senneville;0;< 5;n.p.;23;* 2497,3;0;;0;
Sud-Ouest;8;128;163,8;3725;4766,4;0;;204;261
Verdun;5;48;69,3;3055;4412,9;< 5;n.p.;195;281,7
Ville-Marie;15;141;158,1;4582;5138,5;< 5;n.p.;118;132,3
Villeray–Saint-Michel–Parc-Extension;20;344;239,1;10636;7393,7;< 5;n.p.;192;133,5
Westmount;< 5;19;* 93,5;710;3495,5;0;;58;285,5
Territoire à confirmer;< 5;39;;1873;;0;;25;
Total à Montréal;189;3536;171,2;127613;6177,8;17;*0,8;4691;227,1
