group,1d,2d,3d,pop 2021
0-4,31975,15087,72,428991
5-11,441519,339057,33184,650347
12-17,532894,510572,123016,529446
18-29,1118628,1059628,455266,1216440
30-39,1026584,986216,522461,1118629
40-49,1030942,1006414,658852,1115327
50-59,1082952,1057369,807343,1155183
60-69,1119006,1106881,1004175,1168854
70-79,755967,754449,726789,783129
80 plus,401347,401832,392213,425520
Total 5+,7509839,7222418,4723299,8162875
Total,7541814,7237505,4723371,8591866
