group,1d,2d,3d,pop 2021
0-4,248,55,8,428991
5-11,430907,319287,312,650347
12-17,530545,504083,81187,529446
18-29,1111078,1051054,418046,1216440
30-39,1019076,978509,487235,1118629
40-49,1026265,1000857,625157,1115327
50-59,1079552,1053640,778292,1155183
60-69,1115175,1103937,981179,1168854
70-79,753722,752807,713917,783129
80 plus,400575,400946,385090,425520
Total 5+,7466895,7165120,4470415,8162875
Total,7467143,7165175,4470423,8591866
