No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,79,0,20780,      380.17,        0.00
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,190,n.d.,34800,      545.98,n.d.
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,43,n.d.,19117,      224.93,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,11,n.d.,8529,      128.97,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,173,37,57630,      300.19,       64.20
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,20,7,17978,      111.25,       38.94
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,131,56,20726,      632.06,      270.19
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,23,n.d.,17514,      131.32,n.d.
01,01 - Bas-Saint-Laurent,,Total,672,110,197074,      340.99,       55.82
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,119,24,31078,      382.91,       77.23
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,104,20,25064,      414.94,       79.80
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,1363,361,52298,     2606.22,      690.27
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,953,263,67417,     1413.59,      390.11
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,1194,370,79201,     1507.56,      467.17
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,225,71,22574,      996.72,      314.52
02,02 - Saguenay–Lac-Saint-Jean,,Total,3981,1116,277632,     1433.91,      401.97
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,606,50,54895,     1103.93,       91.08
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,4907,524,321016,     1528.58,      163.23
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,4654,454,351429,     1324.31,      129.19
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,346,55,28119,     1230.48,      195.60
03,03 - Capitale-Nationale,,Total,10623,1095,755459,     1406.16,      144.94
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,38,15,15020,      253.00,       99.87
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,286,34,25562,     1118.85,      133.01
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,391,50,22961,     1702.89,      217.76
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,865,108,64641,     1338.16,      167.08
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,2230,219,143422,     1554.85,      152.70
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,343,67,44619,      768.73,      150.16
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,1243,81,107872,     1152.29,       75.09
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,813,205,98244,      827.53,      208.66
04,04 - Mauricie et Centre-du-Québec,,Total,6248,790,522341,     1196.15,      151.24
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,374,52,56125,      666.37,       92.65
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,986,124,105861,      931.41,      117.13
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,182,18,52514,      346.57,       34.28
05,05 - Estrie,0514,0514 - RLS de Coaticook,42,9,18741,      224.11,       48.02
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,1262,186,170075,      742.03,      109.36
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,182,21,31490,      577.96,       66.69
05,05 - Estrie,0517,0517 - RLS d'Asbestos,372,92,14257,     2609.24,      645.30
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,159,25,22749,      698.93,      109.89
05,05 - Estrie,0519,0519 - RLS du Granit,426,70,21351,     1995.22,      327.85
05,05 - Estrie,,Total,3989,600,493163,      808.86,      121.66
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,2915,168,224596,     1297.89,       74.80
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,3648,355,149522,     2439.77,      237.42
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,2531,207,131424,     1925.83,      157.51
